,nama,komentar,rating
0,Sri,"Halo Erigo, salah pengiriman Brg dan saya komplain dari pihak erigo meminta saya untuk membatalkan komplain saya supaya dia bisa mengirim Brg sesuai pesanan saya. tetapi... ",1
1,r***e,kirimnya lams kali,1
2,yeni,"QCnya gimana? sudah dikasih note untuk cek barang sebelum dikirim, masih aja lolos kaos yg jahitannya gk sempurna.",1
3,Abdul,"Pembelian pertama bulan lalu bagus, pembelian ke dua pengiriman sangat lambat.",1
4,motivation,pesan ukuran XXL tapi kaya ukuran L,1
5,J***n,saya sangat kecewa respon lama apalagi yang jawab chat robot & proses pengiriman sangat lama harus 3 hari,1
6,azril,"Pretttt lahhh eligo, sdh lama di pickup & tdk bisa tukar ukuran padahal blm dikirim",1
7,syahrul,size XL tidak sesuai dengan ukurannya beda,1
8,Rahmansyah,proses dan pengiriman lama seller kurang responsif nyesal beli di sini,1
9,Marcellino,bahan tipis,1
10,T***n,size nggak sesuai dengan pesanan,1
11,sihar,pengiriman lama,1
12,S***n,Cs utk konfirm lama pake bangetttt,1
13,Ryan,"kok gambar ini ukuran M kekecilan sih , padahal model lain pas..sama jga ukuran M..",1
14,E***a,"jahitan ga rapi,kurang memuskan pokonya",1
15,Adrian,barang gagal pick up 5*,1
16,Hardi,Barang gak sesuai pesanan Mau komplain takut ribet dan udah terlanjur kepencet botton selesai,1
17,H***a,proses dan pengiriman lama seller kurang responsif nyesal beli di sini,1
18,Okky,bahan tipis,1
19,T***n,size nggak sesuai dengan pesanan,1
20,sihar,pengiriman lama,1
21,S***n,Cs utk konfirm lama pake bangetttt,1
22,Ryan,"kok gambar ini ukuran M kekecilan sih , padahal model lain pas..sama jga ukuran M..",1
23,E***a,"jahitan ga rapi,kurang memuskan pokonya",1
24,Adrian,barang gagal pick up 5*,1
25,Hardi,Barang gak sesuai pesanan Mau komplain takut ribet dan udah terlanjur kepencet botton selesai,1
26,H***a,proses dan pengiriman lama seller kurang responsif nyesal beli di sini,1
27,Okky,bahan tipis,1
28,T***n,size nggak sesuai dengan pesanan,1
29,sihar,pengiriman lama,1
30,S***n,Cs utk konfirm lama pake bangetttt,1
31,Ryan,"kok gambar ini ukuran M kekecilan sih , padahal model lain pas..sama jga ukuran M..",1
32,E***a,"jahitan ga rapi,kurang memuskan pokonya",1
33,Adrian,barang gagal pick up 5*,1
34,Hardi,Barang gak sesuai pesanan Mau komplain takut ribet dan udah terlanjur kepencet botton selesai,1
35,H***a,proses dan pengiriman lama seller kurang responsif nyesal beli di sini,1
36,Okky,bahan tipis,1
37,T***n,size nggak sesuai dengan pesanan,1
38,sihar,pengiriman lama,1
39,S***n,Cs utk konfirm lama pake bangetttt,1
40,Ryan,"kok gambar ini ukuran M kekecilan sih , padahal model lain pas..sama jga ukuran M..",1
41,E***a,"jahitan ga rapi,kurang memuskan pokonya",1
42,Adrian,barang gagal pick up 5*,1
43,Hardi,Barang gak sesuai pesanan Mau komplain takut ribet dan udah terlanjur kepencet botton selesai,1
44,H***a,,1
45,Okky,,1
