,nama,komentar,rating
0,K***s,"seperti biasa, mantapsss",5
1,N***o,keren,5
2,Windiyantoro,Barang ok seeuai peeanan,5
3,A***d,ok.,5
4,H***b,Modelnya keren,5
5,Rosyi,real picture...pas di badan.. recommended bgt 👍,5
6,V***i,Pertama kali cobain kaos erigo. Baju sesuai dengan yang ada di foto. Bahan bagus banget! sablonnya juga bagus. pokoknya mantap 👌🏼,5
7,S***a,Oke... Sudah order 2x disini,5
8,h***i,bagus kerenn,5
9,Russel,Bahannya lembut dan ga panas. Suka banget,5
10,Asep,Diterima dengan baik,5
11,R***i,cocok,5
12,Elba,"Bahan adem, paling suka beli kaos erigo,,enak dipakai soalnya,,Beli pas flash sale,,👍",5
13,Hafidz,"bajunya bagus,bahannya gk tipis,nyaman waktu dipakek,pokonya gk rugi kalo beli",5
14,yayat,bagus cocok buat kembaran,5
15,H***t,"keren,, sdh bbrp kali belanja.. mohon di tingkatkan diskon nya",5
16,A***i,"Baju oke, langsung masuk lemari..",5
17,Rezty,👍👍,5
18,A***n,bahan nya adem sablonan nya juga oke,5
19,Lady,"model nya keren, bahan bagus, kualitas terbaikk, Erigo keren",5
20,Hotnando,bahan dan jahitan baguss... semoga sablon awet..,5
21,Alvian,Bahan adem .. Tks ...,5
22,Doodee,"ukuran baju pas sekali, jahitan bagus. the best 👍👍 pengiriman agak lama tapi barangnya selamat sampai tujuam",5
23,D***q,"Modelnya bagus. Bahannya adem, pengiriman cepat",5
24,Putri,"Terima kasih, barang sudah sampai dan diterima dengan baik. Seller fast response, recommended seller, terima kasih",5
25,John,"seperti biasa erigo gk prnah ngecewain soal kualitas produk nya, dn bnr"" memuaskan 🔥👍 cuma saya sedikit kecewa dngn pengiriman kurir yg bgitu lama pdhal sudah sampa... ",5
26,Arif,"Bahan nya adem, mantap lah",5
27,H***t,baju nya benar2 bagusssssss,5
28,sioham,"pengiriman cepat, barang ok",5
29,Bimo,"modelnya bagus banget, btw stikernya lucu",5
30,L***g,"bagus, terima kasih",5
31,kai,Kerennnnnn,5
32,Reza,Kaos adem mantap sesuai ekspektasi,5
33,Daniel,barang sudah sampai... terima kasih,5
34,Achmad,mantap,5
35,Sutiana,bagussss,5
36,Tifa,passs mantabbbb asyekkkk,5
37,Agus,murah tapi kualitas mantap,5
38,Liyon,mantap,5
39,Yasiin,baju bagus sesuai pesanan,5
40,Imam,kirain bahan kaosnya tebel tp lumayan lah sesuai harga .Mksh,5
41,H***i,MANTULMANTULMANTULMANTULMANTULMANTULMANTUL,5
42,Ahmad,Bagus,5
43,w***n,Baguuss dan pas,5
44,Nur,bahan bagus sesuai dengan harga,5
45,Jefri,keren bet dah.. bahannya adem & nyaman dpakai,5
46,Fariz,Mantap bahan bagus sablonan bagus tapi pengiriman agak lama mohon di percepat lagi,5
47,unang,ntaps betul 👌,5
48,Julio,mantapp lahh,5
49,yanuarista,,5
