,nama,komentar,rating
0,Herdina,bahannya tipis,3
1,K***s,masalah pengiriman yang sangat lama,3
2,R***o,"sorry gw ksh bintang 3 biar di notice erigo ini produk bagus loh, udh go international. barangnya sih gak mengecewakan, yg bikin agak sedikit kecewa itu kurir/ ekspedisin... ",3
3,Y***a,Plastiknya yang bagus dong…masak udah koyak2..😢 mana buat kado lagi…buat kwalitas kaosnya sih oke..👍🏻,3
4,Arif,pengiriman paket nya agak lama,3
5,J***g,"sbg pembeli baru, barang bagus namun ukuran tidak seperti di deskripsi, saran agar pembeli memilih 1 ukuran di atasnya.",3
6,Maulana,nggak ada yg ukuran L,3
7,ZavitraHD,tngkyu,3
8,Wawan,ukuran realnya lebih kecil dri kaos sebelumnya,3
9,T***y,"Kiriman cepat sampai. Bahan kain agak tebal. Ukurannya kurang lebar dikit, berasa bukan 52. Thanks",3
10,ULUL,"Ukurannya kecil,Bahan nya tipis",3
11,E***a,"Gatau size m tapi malah gedean size s yg dibeli kemarin, menang dipanajangnya aja tapi ukuran dari bahu dada malah kekecilan.",3
12,denta,jahitan lenggan kurang rapi,3
13,galih,"Beli 2 ukuran M, yg 1 pas yg ini kekecilan",3
14,g***a,produknya bagus tdk mengecewakan,3
15,Teuku,size XL nya kecil dan sempit beda dengan yang warna cream lebih besar XL nya,3
16,Bismark,Ini XL nya kecil,3
17,L***a,"Ukuran M saja masih ngepas banget di badan, barangnya ga sesuai sama size guide nya",3
18,A***a,bajunya ternyata size cewe jd kalo s yg pas body tak pikir bakal oversize,3
19,Iroel,L nya kekecilan,3
20,Muhammad,"biasa aja si bahannya lebih bagus clothingan bandung serasa beli baju polos biasa trus di sablon,, tp bagus sih respon lapaknya cepat tanggap👍",3
21,w***a,"lumayan lah,cuman sayang aja gak bisa retur,emng sih salah gue",3
22,Muhammad,"biasa aja si bahannya lebih bagus clothingan bandung serasa beli baju polos biasa trus di sablon,, tp bagus sih respon lapaknya cepat tanggap👍",3
23,w***a,"lumayan lah,cuman sayang aja gak bisa retur,emng sih salah gue",3
