,nama,komentar,rating
0,Puji,XL diukur tidak sesuai dengan selisi yg di deskripsi,4
1,Bambang,"dipake pas sesuai ukuran,, tp kainnya bukan songket sesuai judul,, tp ya sesuai hargalah",4
2,Bajoz,masih ada benang bekas jaitan yg menumpuk jadi kurang rapi dan di bagian pergelangan tangan harusnya ada 2 kancing biar bisa menyesuaikan pada lingkaran pergelangan tanga... ,4
3,Jihad,jaitan di bagian ketiak kurang kuat byk benang sisa stiap jaitan. utk bahas sih oke,4
4,Nurdin,pengiriman cepat.,4
5,H***s,Teenyata baju nya luntur.sma ada jahitan yg kurang rapi.tp ga pp s buat harga segitu.trmksh,4
6,halim,bagus ta.pa lecet.. kain agak tipiss,4
7,abdi,bagus tapi kecil ya gak ada yang lebih besar lagikah,4
8,AGUS,mantap banget sesuai dengan orderan 👍👍,4
9,Andri,"Bahan dan modelnya keren, cuma pas dipake agak kekecilan padahal ukuran XL ya",4
10,Mohamad,barang sesuai pesanan,4
11,T***o,Overall kualitas sesuai dng harga 95K. Cuma tipe kainnya sedikit gerah jika dipakai di cuaca panas.,4
12,Fauzy,Ukuran nya kekecilan hahah tapi bagus bahannya. For sure I will buy again soon! Thanks,4
13,k***a,bener bener bagus bahannya cuma mungkin ada warna ungu yang masih lumayan strong. cuma karena mungkin pas ngedesain bajunya nggak pake monitor srgb 100% jadinya warnanya... ,4
14,Agung,bahan nya adem,4
15,Suyitno,good,4
16,Rivan,"Mantap, mendarat mulus, kualitas bahan bagus, tapi gak sesuai sama pesanan",4
17,AGUS,terimakasih mantap,4
18,Agung,Riject motif luntur,4
19,fahry,"bagus, kurang fit aja di bb 56 tb 171",4
20,h***m,bagus,4
21,suhendrik,lumayan....,4
22,Ramces,ukurannya L kekecilan...,4
23,Arifin,ok makasih barang sudah sampai sesuai pesanan 🙏🙏🙏,4
24,Ahmad,bahan sesuai harga size cocok pengiriman agak lambat,4
25,Abo,"Bagus, cuman ukuran L harusnya panjangnya 72 ini kelebihan jadi 74 jadi rasa XL untuk, variasi batik hitam",4
26,Rio,Batiknya keren. Kainnya adem. sayangnya kekecilan,4
27,Muhammad,bagus cuma sayang sedikit kekecilan utk saya.,4
28,Adnan,pokoknya barangnya ok pengen belanja lgi,4
29,Fathor,Barang sudah sampai thanks,4
30,Fajar,Kainnya adem. Nyaman dipakai 👍. Packaging aman 🙏.,4
31,d***s,Batiknya keren.,4
32,n***o,.kemasan udah bolong dulu an,4
33,Samsul,"Ukuran XL dan L atak beda jauh cenderung sama,,sayang nya motif yg di inginin gak ada",4
34,Lukman,Kainnya adem. Batiknya keren. Nyaman dipakai Tapi Salah Beli Ukuran Harusnya Ukuran M Malah Beli Ukuran L,4
35,Daniel,Nyaman dipakai 👍.,4
36,azis,Batiknya keren,4
37,Joni,Motif batiknya ciamik.,4
38,Pangiutan,barangnya sesuai dengan yg saya mau👍,4
39,andipoetra,Kainnya adem.,4
40,Ahmad,Batiknya keren.,4
41,Edo,Motif batiknya ciamik.,4
42,Wowo,bagus,4
43,R***s,"Barang sesuai pesanan, Batiknya keren. Motif batiknya ciamik. Kainnya adem. Pas ukurannya. Nyaman dipakai 👍",4
44,a***n,furingnya kemana ya? untung bahan luarnya enak 😅,4
45,Dinarni,"Bahan mantap, kualitas oke, ukuran pas pokoknya sesuai ekspektasi. kalo tambahin ukuran big size min! overall oke sih.",4
46,Anwar,ok,4
47,Darmin,mntp,4
48,Rony,"sebenernya barangnya bagus, sayang sekali ada cacat bahan, jdnya kurang sempurna",4
49,Rony,,4
