,nama,komentar,rating
0,Donnie,di gambar dan judul dan deskripsi hitam tapi yang datang coklat,1
1,A***f,motif nya gak sejajar,1
2,Melfa,"kemejanya kurang bagus,kebesaran,penjualnya tidak ramah",1
3,Hein,"ukuran nya kecil untuk ukuran baju🙏🙏 normal biasa pake L, seperti ukuran S dan ga bisa dituker",1
4,Muhammad,orang salah motif mau ajukan pembelian ulang mlah ditolak,1
5,Rudi,Barang tidak sampai ke customer,1
6,n***a,tidak sesuai dengan foto,1
7,SFX,"PROSES PENGIRIMAN LAMBAT, TOKO TIDAK RESPONSIF.",1
8,S***h,"KECEWA. HATI-HATI BELANJA DISINI Ditulis stock masih ada 900 pcs, saya order 1 pcs katanya stock kosong dan dipaksa ganti model lain yg saya sama sekali tidak suka",1
9,Roy,Beda sama di foto,1
10,a***i,"pesen warna apa dateng warna apa, buat pdagang asal kirim barang cocoknya Bintang 1.. klw BB 90kg kecil ukuran XL gak real 54 dadanya...",1
11,F***e,"pake grab kirim hari selanjutnya bilang bisa, tapi dikirim 2 hari kemudian",1
12,I***N,warna nggak sesuai pesenan. respon lambat.... pelanyanan kurang baik,1
13,Hermansyah,pelayanan nya sangat luar biasa baru kali ini nanya pesanan mau di kirim kapan di amuk sama seler,1
14,r***o,jangan belanja disini penipuan beli dua yang dateng cuma satu bahkan tidak ada ganti barang,1
15,Ahmad,pelayanan toko sangat jelek,1
16,m***e,"motif kemeja tidak sesuai dengan yg di pesan. saya ga mau ribet untuk retur barang, cukup tau saja kalau tokonya tidak amanah.",1
17,L***i,pesanan saya tidak sesuai deskripsi,1
18,Y***a,KECEWA..!!!,1
19,Y***i,"Ga sesuai deskripsi. dibagian lengan sempit banget, slimfit dan ternyata ini bukan 52cm lebar badannya, tapi 47cm!",1
20,N***n,Ukuran trlalu kecil beda sama ukuran biasanya dan gabisa return,1
21,Dian,,1
22,M***d,,1
23,Rudi,,1
