,nama,komentar,rating
0,Tri,jaitan kancing kurang kuat. gampang copot,3
1,Z,"black diamond warna pink nya lebih menonjol dan ada warna broken white kelihatannya jadi smkn butek , jelek",3
2,Moh,barang bagus cuma sampai nya moloorrrr,3
3,n***l,"kurir terlalu lama, kurangnya koordinasi penjual sama jasa pengiriman. dari segi barang belum tau kualitasnya, di review dulu 3 bulan kalau tidak ada kendala apapun bisa... ",3
4,Deva,respon penjual kurang tegas. untuk barang baik.,3
5,s***a,"Barang sih bagus, cuma estimasi gak sesuai dengan yg tertera di aplikasi.",3
6,B***a,👊,3
7,zamzami,terimakasih. barang nya sudah di terima.,3
8,M***d,warna tidak sesuai deskripsi,3
9,Syahril,gak ada kantong depan,3
10,yanto,pengirimanya lama,3
11,D***i,Proses pesanan cepat.,3
12,Nurul,Pas ukurannya.,3
13,A***y,Batiknya keren.,3
14,n***r,"bagus sih, cuman saya kira bahannya kain batik pada umumnya sekalinya beda",3
15,A***s,Pas ukurannya. Motif batiknya ciamik.,3
16,Tri,Tidak sesuai gambar,3
17,abdurrohman,kancingnya terlalu kecil,3
18,Rahmat,barang bagus cepat namun warga agak sedikit kurang gelap dari aslinya,3
19,F***s,kurang puas,3
20,Ari,"Kelebihan : Bahan kain bagus bisa melar Kekurangan : ukuran XL lengan terlalu sempit kayak M, padahal tangan saya gak besar2 amat, trus pengemasan cuma di masukin plastik... ",3
21,Abdul,"ngirimnya lama, padahal udah ga pake gratis ongkir!",3
22,mytha,"bajunya bagus, hanya saja pengirimannya lama perlu waktu 2 hari untuk di proses pengiriman, plus 5-6 hari pengiriman dari kurirnya total estimasi 8 hari untuk nyampe di t... ",3
23,Ahmad,respon lambat,3
24,Z***l,"Bahan panas, krg nyaman, utk yg badannya kurus ga cocok, pengiriman juga tidak segera",3
25,Suli,katanya dasarnya dingin ...tak tauh nya panas...,3
26,Saccaputta,bahan bagus penjualnya baik....cuma ini sih bener2 kecil😔 cuma bisa di pakai anak saya yg berat 45kg..bukan buat pphnya..selalu gini jika beli baju di online...pdhal bua... ,3
27,Samuri,kualitas lumayan sih tapi banyak benang yg pada ntlolor jadi g bintang 5 deh,3
28,Ajat,Untuk ukuran Lingkar dada dan Lingkar pundak naikin 2cm dr yg skrng(sekedar saran),3
29,A***l,tidak sesuai corak dan warna saat memesan,3
30,o***m,lubang kancingnya tidak rapi,3
31,A***d,"brang..lmyan lh sesuai hrga,tpi gk tau bhn apa,packing..rapih mskpn sdrhna..respon lmyan.",3
32,Filu,ya lumayan lah....,3
33,D***i,Tidak sesuai pesanan walau barang nya bagus,3
34,A***I,"proses nya lamaaa ,. barang sih ok",3
35,R***y,"kualitas barang sudah bagus, tapi pengiriman agak lama, order rabu pagi, kamis siang baru di kirim.",3
36,Sindu,Batiknya ternyata strait. Warnanya rada pudar but oke lah dipake casual Thanks bossku,3
37,Muhferdiansyah,"Barang cacat, ada yang robek , bahan nya sih bagus , lain kali cek dulu min sebelum kirim ,kalo udh gini kan customer kecewa ga percaya lagi sama toko ini. Makasih",3
38,Nury,dari pihak penjual sdh bagus cuman untuk dari jasa pengirimannya sangat lambat,3
39,A***y,"Brang udh smpe, pngiriman cpet resfon baik, caman kegedean doang haha kirain uk L kecil, tpi gpp bisa d jait lg",3
40,Andry,Ga cocok dgn gambar........,3
41,Agung,"Pesanan sesuai yg di ingin kan,,mantullll",3
42,Fachrul,"Pengiriman cepat, warna gak sesuai... Trus ukuran l tapi kekecilan",3
43,Jay,,3
