,nama,komentar,rating
0,Syaiful,"Saya gak ada masalah sama barang pesanan. Karena di pengajuan complaint, tidak ada pilihan waktu, jadi saya ke menu Ini. Saya mau complaint bukan di barang. Tetapi lebih... ",2
1,Shopper,"Barang Ok, nmun btuh pengajuan komplain alias datang nya 9 hari",2
2,L***d,lengan nya sangat sempit. ukuran tangan anak kecil.,2
3,r***y,Kualitas Barang ⭐️⭐️⭐️⭐️ Kualitas Pelayan & Komunikasi ⭐️⭐️,2
4,A***a,ukuran L sarasa ukuran S,2
5,Abdul,bahannya melar ......😭,2
6,A***s,jahitan kurang rapi,2
7,A***i,ukuran lebih jelas ya,2
8,w***e,"ukuran beda dari deskripsi , sangat sempit sekali walaupun sudah XL",2
9,iwawan,"Kemejanya sih gak ngecewain.cuma kemarin ada kesalah fahaman di pengirimanya.besok besok lg kalo order dilihat dulu invoice nya pakai kurir apa,heheheh.🤗",2
10,S***d,Lain kali kalau barang kosong dibilang dari awal jangan uda di tf uangnya baru dibilang,2
11,Mando,,2
12,Chris,,2
13,I***m,,2
14,M,,2
