,nama,komentar,rating
0,Nurcahyo,"alhamdulilah, paket sudah sampai.. ukuran pas banget,, sesuai pesanan.. terimakasih juragan🙏🙏",5
1,Shofwan,bagus kaos nya...mksh bos,5
2,esa,harga sesuai produk,5
3,S***o,"sesuai aplikasi,,,trmksh",5
4,Java,"produk sesuai deskripsi, hanya bahannya agak tipis aja",5
5,Hendra,pokoke bntang yg bicara,5
6,F***r,"sesuai deskripsi produk, bahan dan jahitan ok. pelayanan toko bagus. terima kasih",5
7,Ummu,"pas di badan,. nyaman saat dipake, bahan cukup tebal tapi gak bikin gerah. recomended bangett deh pokoknyaa.",5
8,stella,"pas untuk papa,bahan ok dgn harga segitu",5
9,Hendra,dah kesekian x nya pesen,5
10,G***n,"Barang bagus, termurah se-Tokopedia",5
11,G***n,"Barang bagus sesuai ekspektasi, pengiriman cepat",5
12,D***y,good,5
13,Irwan,bahan nyaman gak terlalu tipis,5
14,Hendra,keren markotop,5
15,ridwan,bagusss,5
16,Verlyno,"Bahan bagus, halus.. murah jg..👍🏻",5
17,Wahyu,Bahan nya bagus tebal dan sampenya cepet.,5
18,ridwan,mantap sesuai jos tennnan bos ku Trimakasih,5
19,Feby,Kerenn bagus bahan nya nyaman kualitas okee,5
20,Graha,keren abis,5
21,Chintya,ssuai mantap,5
22,D***y,produk mantul proses cepat. thanks seller,5
23,ANAN,"bahan cukup bagus, pengiriman sesuai estimasi,kurir baik",5
24,Ano,goods,5
25,m,"harga sesuai dgn brng, overall sesuai bintang",5
26,A***s,"Barang sudah sampai, thanks..............",5
27,Hermansyah,"respon cepat, barang sesuai pesanan",5
28,Donny,puas selalu order dimarj,5
29,t***o,"terima kasih semua pihak,,sangat memuaskan 👍👍👍👍👍",5
30,Rio,"sumpah keren sesuai deskripsinya pokoknya top, jahitannya rapi dan respon ok banget",5
31,R***l,"Paket kaos sdh diterima sesuai pesanan, utk harga segitu sdh lumayan banget walau agak tipis tapi cukup bagus utk dipakai santai, tks ya...",5
32,Bepi,"Harga 30rban tapi bahan gk panas, boleh juga nih pesen lagi.",5
33,Nico,mantab banget dah pas di badan bahanya ok lah,5
34,Bambang,"Ukuran kaos nya sesuai dgn yg dipesan, sekalipun bahannya agak tipis sesuai dengan harganya , jahitannya rapi",5
35,D***y,bahannya bagus..lumayan lah.,5
36,P***t,bahannya bagus 👍,5
37,Graha,ini baju murah kualitas bagus banget,5
38,Hermansyah,top lah,5
39,Dedy,"bahan lumayan bagus tp ada 1 brand HB yg lebih worted buat kami,,",5
40,Hermansyah,"sesuai pesanan, respon cepat, kualitas bagus",5
41,F***a,"Mantul.. bahan, harga, pengiriman, semua top👍",5
42,k***a,👍👍👍👍👍,5
43,Yamsyar,Bajunya bagus,5
44,A***h,joss.......👍👍,5
45,S***h,"mantap, bahannya adem, ukuran pas, jahitan rapi, terima kasih, semoga lancar",5
46,siswadi,Barang nya bagus.,5
47,Irawan,lumayan untuk sehari hari,5
48,Christina,"bahan tebal dan adem,bagus kualitasnya",5
49,V***i,Kualitas bagus,5
