,nama,komentar,rating
0,Teguh,"Barang bagus. Saran saya untuk pengiriman JNE trucking di tiadakan saja, karena sangat merugikan konsumen. pengiriman 12 hari, padahal estimasi awal cuma 5-6 hari.",3
1,Christina,"maaf kasih bintang3,minta kaos yg ada list dikirim tanpa list",3
2,K***a,"pesen XL di kirimny L, ga muat donk.....:(",3
3,A***i,"barang sesuai ukuran, hanya ukuran M disini lebih kecil dari biasanya jadi tdk bsa dipakai, disarankan kalau butuh ukuran M belinya ukuran L",3
4,Fajar,jahitan pada sobek. kurang rapi,3
5,Uus,"barang lumayan, hanya slow respon dan pengiriman lamaaaa..",3
6,Ahmad,"beli 2 ukuran XXL dan XL, bahan beda merk beda lebih enak bahan yg ukuran XL klo yg XXL kaku dan rada panas",3
7,Muhamad,"sdh diterima, mksh...",3
8,D***o,yg ukuran M agak beda warna,3
9,S***n,Saya biasa size M. Tapi Size-M di toko ini lebih kecil dari biasanya. Disayangkan,3
10,Ade,"ukuran lubang lengannya tidak sama ,yg kanan ketat yang kiri normal",3
11,Chandra,ditulis merah biasa. yg dikirim malah merah maroon. hadehhh,3
12,I***a,Lumayan lah...sesuai harga...thx,3
13,St,"pesen 2, niatnya kaos couple gitu😁....eh dapet beda merk, dari kancing keliatan beda nih....Yo wes lah...",3
14,Naufal,"Barangnya sih standar sesuai lah sama harganya, tapi yg bikin kecewa ukuran kaos yg kerah polos sama kaos kerah strip berbeda. Yang kerah polos size XL lebar 52 sesuai Y... ",3
15,Indra,"Kaosnya lumayan yang putih kalau yang hitam, seperti bau bangkai cicak atau apa gitu",3
16,N***o,sip,3
17,theyn,sesuai hrga,3
18,Reno,Bahan nya panas,3
19,saiman,Barang lumayan ....Ok lah.....siip,3
20,Wahyudin,Ga asyiik ni.. Pesan beda warna. D kirim double warna,3
21,y***s,"Hatur nuhun, sesuai gmbar... Tp ada yg bolong bos.. mhn dicek lagi sblm dikirim.. dan somoga covid-19 cepat hilang di dunia Aamiin.....",3
22,Eti,Saya pesan size L dan size L nya kecil. Jadi kalau mau beli mending tambah 1 size.,3
23,A***g,"Kualitas cukup baik. Cuman bahanya bukan katun, padahal pas ditanya jawabanya katun. Padahal saya nyari yg bahan katun :(",3
24,Sunendi,Biar bintang yg bicara😊,3
25,Sufyar,"Produknya biasa2 aja, sesuai dengan harganya ...",3
26,K***n,Jahitan kurang (tidak) rapi,3
27,Muhammad,"Beli 2 warna putih & hijau tosca size L. Yg putih pas, muat tp yg tosca gak muat lebih kecil n lebih pendek jg.. Kayaknya size L nya utk standard cewek. Sebaiknya leb... ",3
28,e***y,"Barang sesuai, packing rapi",3
29,Tofa,"bahanya panas , kurang nyerap keringat",3
30,H***n,"Order 3, QC kurang teliti saat kirim, jadi produk rusak nya ke kirim ke pembeli",3
31,A***a,"Barang yg dikirim cepat sampai pertama beli , tapi pelayanan retur barang nya lama banget .. padahal ongkir akhir pelanggan juga yg nanggung , dr kemarin blg sudah dikiri... ",3
32,BTFSA,Bahan nya agak Kaku jd krg nyaman dibadan...List Kerah baju Putih juga salah kirimnya...ada beberapa jahitan yg kurang rapih... Yah untuk harga segitu...mana bisa dapet y... ,3
33,tamara,Finishing jahitannya agak berantakan tapi Masih bisa di pakai,3
34,Kun,"Produk blm cek, cuma pengiriman lumayan lama",3
35,Ario,Tidak perlu komen... Lihat saja biasanya.......,3
36,ipul,baranf sudah nyampe gan,3
37,SUJADA,Ada bolong kecil dibawah tanda size....sebelum kirim supaya diteliti dulu barangnya,3
38,R***i,Ukurannya lebih kecil.,3
39,sariadi,"tidak ada logo polonya yang ada Hawaian banana, padahal di judul kaos polo",3
40,Admaji,"kualitas kain baik, harga murah,",3
41,Yeti,Cukup bagus karena sesuai dengan harga,3
42,riduanto,Warna kuning minta 1 di kasih 2 pcs tidak sesuai warna . Minta Warna biru 1pcs ngak di kasih,3
43,Eko,Barang sudah sampai..sesuai permintaan..cuma respont lama..,3
44,Dian,untuk bahan sih ok tapi sayang di bagian kerahnya sobek 😔,3
45,yaser,"Informasi nya masih kurang baik. Setelah di beli baru di info in yang benar. Jahitannya aga kurang rapih, sesuai lah dengan harga. Terima kasih.",3
46,Rhuna,"Barang Sesuai harga,,tx",3
47,Trifosa,"Ukuran L nya kecil, sama seperti ukuran S standard",3
48,Ridho,"Barang sudah sy terima,bahan lembut,tapi sayang ukuran L ternyata ngepres banget😁,jd kelihatan perut buncit sy😂😂,tapi gk apa lh berarti sy sehat hahaha..",3
49,SUJADA,Barang dah sampai....tapi ada satu yang bolong /robek dibagian ketek kaya kena mesin jahit,3
