,nama,komentar,rating
0,Rifki,mantap sekali,5
1,Rifki,mantaps.,5
2,u***i,"Udah langganan beli kaos di sini,baik utk seragaman atau buat pakai pribadi.bahan bagus mantap pengiriman kilat.the best pokoknya🙏",5
3,Z***n,"modelnya keren, pas dibadan, nyaman dipake",5
4,H***o,"Bahannya adem, pas. Harga terjangkau. Beli warna hitam tp ternyata abis, sudah dikonfirmasi akhirnya jadi navy. Nanti akan repeat order, semoga warna hitam ukuran XL nya... ",5
5,Dwi,bahan sesuai...adem dan enak dipake,5
6,Siladhamo,bagus bgt kaosnya bener2 katun adem bukan yg kresek2. Recomended bgt,5
7,UNI,"Bahannya adem, warna ngga luntur. Catatan klo dicuci ukuran jdi lebih kecil, jadi mending upscale ukuran aja pas beli. Worth it",5
8,N***i,bagus,5
9,I***n,good,5
10,Kamal,"mantap, sesuai harga",5
11,Sandika,barang sesuai gambar dan deskripsi.. terimakasih buat seller dan abang kurir AnterAja,5
12,otto,"Kualitas OK, sesuai deskripsi, pelayanan OK",5
13,Haris,Bahan nya bagus..sesuai dengan pesanan..makasih ya..,5
14,Durga,"top, selalu beli dari PT. Net harga dan kualitas worth 👍👍",5
15,H***y,Mantap keren,5
16,E***y,Produk Bagus,5
17,Tama,"Produk berkualitas, pengiriman extra cepat, packing aman.... kaosnya nyaman, lembut, jahitan rapi. Sukses selalu, kakak.",5
18,Indri,selalu sesuai.. bahan adeem makasiih,5
19,Rara,"sesuai pesanan, bahan nyaman, jahitan rapi, admin ramah waktu ditanya stok dan warna, sayang kok 1 warna yang saya pengen pas habis 😅 👍",5
20,E***a,okeh,5
21,Kartini,sipp,5
22,Kartini,Sesuai yang di harapkan,5
23,R***i,bagus...gak panas...adem dipake...tingkatkan teruz kualitasnya kak...mksh...👍,5
24,Shindu,mantap sesuai pesanan,5
25,adam,lapak langganan cukup bintang yg berbicara daaah 😉👍,5
26,R***a,"sip,sesuai pesanan👍🏻",5
27,A***l,balabaalaa bagus,5
28,n***s,mantap lah pokoknya no kaleng kaleng,5
29,Ilham,"bahan cocombed, nyaman, model sederhana, jahitan rantai, ukuran sesuai, sip dan bagus selama yang dipesan sesuai dengan keinginan konsumen",5
30,M***d,"Selalu Keren, as usual 👍",5
31,Lusi,mantaaaaaap,5
32,muhyi,Penjual dan kurir terbaik,5
33,PT,"Bagoooooos enak kaosnya nyaman adem,",5
34,Lidya,"barang diterima sesuai dengan pesanan, sukses selalu",5
35,nuki,nice,5
36,Dwi,"pembelian ke 2, bahan oke",5
37,Jahe,"Bahannya bagus, jahitan rapi dan saya tau pasti diperiksa dengan baik sama tim sellernya saya bakalan beli lagi disini!!!! Mantaaab",5
38,David,"quality slalu ok, pembelian kesekian kalinya",5
39,T***y,pembelian ketiga dan memuaskan good,5
40,h***u,"pengen nya yang steel blue , tapi untung ada opsi kedua nya",5
41,Fery,sesuai deskripsi,5
42,PT,Sesuai orderan,5
43,E***y,bagus👍,5
44,Miy,selalu menjadi pilihan,5
45,Dicky,"pembelian kedua dan memuaskan, sip",5
46,h***u,"Udah 2x beli di NET PERSADA, memang udah paling cocok lah. Harganya terjangkau, kualitas bahannya sangat baik, nyaman dipakai, jahitan rapi. Proses nya cepat. 5/5",5
47,Radhimas,"Mantaf, Next beli lagi",5
48,Billy,sesuai,5
49,Prasetyo,,5
