,nama,komentar,rating
0,E***a,kelebihan uang kt'a Mao d refund taunyapTdk,2
1,Sarwedi,recommended lah dengan harga segitu,2
2,S***t,Dapet yg Rijekan,2
3,Dedi,tipis nyesel beli,2
4,Cahya,stok ny jrng di update,2
5,Andri,Pesanan warna hitam size L yg datang putih size M,2
6,n***n,lama kirimny,2
7,A***n,"ada 2 kaos yg cacat, bolong dan kegunting. ini adalah orderke-2, saya trust 100% dan gk sempat saya cek recek lagi, pas nyablon baru ketahuan ada 2 yg 'cacat'.... ",2
8,David,ukuran nya turun 1 step baju kekecilan,2
9,R***D,"Stok seharusnya dicantumkan supaya tidak berbelit2, dikirim dulu baru dicancel kemudian refund..aneh",2
10,Albertus,Paket tiba lengan panjangnya yang kiri miring,2
11,Yan,,2
12,eric,,2
