,nama,komentar,rating
0,Andry,pesen Hitam yang datang mustard,1
1,R***i,"bahan tangan kanan melintir, jadi jelek sekali keliatannya, seperti baju murahan dan asal2an seharusnya jika seperti ini jgn dijual atau TIDAK LULUS QC. ngecewain aja",1
2,Ben,dari mulai pembelian dan proses pengiriman lama,1
3,Arman,"udah sering beli disini, dan udah lama ngga pernah di video unboxing. dan sekarang kurang 3 pcs, tapi respon nya tidak membantu. liat itu riwayat saya beli disini udah p... ",1
4,C***E,kirim nya ukuran kecil,1
5,Nurfalah,gk sesuai yg datang. beli yg panjang xxxl. dikirim kaos pendek kecil. ntah apa maksdnya,1
6,B***i,salah order,1
7,iparga,tdk sesuai dgn yg pesanan,1
8,Andra,saya kecewa barang yg di terima kurang dan pihak toko tidak mau mengganti dengan alasan tidak ada vidio buka paket dari awal sampai akhir,1
9,Andy,"pelayanan sangat² buruk,gak menerima komplen bahan kurang.",1
10,suroto,bahan kadang lembut kadang agak kaku kalo untuk ambil bnyk jd ada yg lembut sama ada yg kurang lembut udh langganan lama padahal di sini 😭,1
11,P***i,barang tidak sesuai,1
12,A***l,salah kirim barang,1
13,Gandhi,"pesen lengan panjang dtg lengan pendek, padahal orderan cuma 5potong aja tp gk konsen seller siapin brg",1
14,A***i,"Seller salah kirim beli tangan panjang dikirim tangan pendek, udah di komplen dan dikirim ulang kembali. Semoga lebih baik lagi",1
15,D***a,"uda 4x saya repeat order, yg ke 5 x ini baru kali ini kecewa berat, biasa nya admin nya ramah n baik, kali ini gak asik banget, barang sampai makin tambah bikin kecewa.",1
16,David,barang cacat produksi,1
17,P***i,"keterangan size nya palsu, baju yg datang kekecilan, tidak sesuai deskripsi. Ket size M panjang 70 lebar 49, nyatanya panjang 63 lebar 45",1
18,V***r,bahan tangan panjang ga sperti biasanya lebih tipis sering beli langganan di sini baru x ini dapet yg tipis,1
19,N***l,"jgn kasi warna random dong, xxl loh",1
20,Irwandi,"kalo ga qda konfirmasi, jgn asal buru2 kirim. minta hitam dikasi putih, XXL pula gmn laku in nya ini",1
21,Gandhi,kacau pesan nya navy di kirim hitam,1
22,Andy,"warna maroon tua nya beda sama yg XL, yg S keliatan bladus padahal pesenan buat couple. kl bkn buat couple mungkin ga mslh ga akan keliatan.",1
23,A***y,size tidak standar. m rasa s,1
24,David,order warna hitam di kirm warna biru dongker,1
25,m***y,Lambat bangetbpengirimannya kapok belanja disini,1
26,l***n,ukurannya yg bener dong,1
27,N***r,pesan apa dikasi apa,1
28,Purani,"Beli lengan panjang, dikirim pendek...mau urus ribet...terima aja...",1
29,A***y,"Langganan ,tapi kali ini kecewa ,review jujur aja",1
30,A***y,"tolong update kalau memang kaos lengan panjang harganya berbeda. sehingga pembeli tidak salah. cukup kecewa walaupun ada konfirmasi kepada pembeli, namun konfirmasi dilak... ",1
31,wisnu,"Terpaksa deh sy kasih ulasan buruk.. Sekarang udah Terlalu sering kalo kaos yg di terima bolong, atau jahitan gak beres. Saya minta tolong sama seler agar sebelum di kiri... ",1
32,Agus,"Terpaksa deh sy kasih ulasan buruk.. Sekarang udah Terlalu sering kalo kaos yg di terima bolong, atau jahitan gak beres. Saya minta tolong sama seler agar sebelum di kiri... ",1
33,Djody,,1
34,O***a,,1
35,O***a,,1
