,nama,komentar,rating
0,A***d,"Barang Original, Segel, bungkus rapi. pakai bubble warp pastinya aman. cuma chat dibales lama. Redmi Note 12 Pro Spek sesuai deskripsi.",5
1,AMBC,Lumayan puas dengan xiaomi official store cuma yang sangat saya kecewakan di bagian jasa pengirim paketnya yaitu sicepat pengirimannya lambat banget sampai sampai waktuny... ,5
2,A***l,Komunikasi tolong diperbaiki. Slow respon sekali. Utk barang tdk ada masalah. Barang sampaipun sesuai perkiraan.,5
3,w***m,"Barang barusan diterima, masih segel jadi saya yakin qualitasnya original Xiaomi. Sebelumnya pakai Mi 9, sampai hari ini berfungsi baik cukup puas. Semoga Xiaomi Redmi No... ",5
4,Herman,"barang bagus dapet cashback jg, packing bagus hanya saja pengiriman agak lemot tpi yaa okelaah",5
5,T***s,"paket sampai dengan selamat, aman dan segel hanya lama di pengiriman 6 hari baru nyampe pdahal jkt-kbm, dimohon untuk diperhatikan lg kedepannya, Terima kasih👍",5
6,A***d,"barang nya sih oke,,, sesuai bgt,,, cuma kendala di pengiriman, sminggu baru nyampe... -_-(",5
7,Z***n,barang sesuai harga. nggak expect gmn2,5
8,I***d,"Barangnya bagus, tapi sayangnya lama sampainya",5
9,C***e,"Hanya 1 masukan : ADMIN HARUS FAST RESPON, APALAGI KALO DI CHAT. SELAMA INI ADMIN SANGAT SLOW RESPON. Semoga bisa jadi masukan & ada perubahan.",5
10,b***b,Respon menjawab lama dan kurir salah kirim alamat,5
11,Renol,"Mantab,...keren,.. top markotob... Walau sebetulnya mau beli yang paket bundling buds 4 pro,... hikss.. Semoga xiaomi kasih saya voucher diskon utk pembelian buds 4 pro.",5
12,Tresno,"semua ok, kecuali kecepatan respon dalam membalas chat. 🙏",5
13,H***d,"barangnya bagus original, cuman proses pesanan nya lama. mohon di tingkatkan lagi. terimakasih",5
14,E***d,alat pelepas sim nya ga ada,5
15,Selly,top lah redmi sayang msh android 12,5
16,D***n,"barang masih segel saat diterima, utuh dan kemasan aman rapi. Respon penjualnya agak selow pas ditanya ttg pengiriman yg tdk update progressnya jawabannya kurang responsi... ",5
17,Santi,pengiriman lama,5
18,H***d,"barang masih segel sesuai pesanan, cuman seller lambat respon dan lama pengiriman",5
19,khoirul,original paket aman,5
20,Rio,mantul,5
21,Mike,,5
