,nama,komentar,rating
0,Zaenal,siap Sdh diterima segel semoga TDK ada kendala kedepan.terimakasih seller,5
1,Nugroho,Mantap,5
2,M***d,mantap,5
3,F***h,"pengiriman sehari langsung sampai, barang masih tersegel, Poco M4 PRO #POCOnyaBeraksi",5
4,R***y,barang sampai dengan baik,5
5,Didik,"Barang sesuai dengan deskripsi, kemasan bagus dan aman sampai tujuan, respon penjual cepat.",5
6,Mirza,Mantul ini mah.,5
7,sarifudin,Barang masih segel Sesuai dengan pesanan Belum dicoba semoga berfungsi dengan baik,5
8,wahyu,"pengiriman sangat cepat, respon baik, recommended seller",5
9,Aria,barang mantap respon cepat,5
10,Z***k,"Packing aman, barang masih tersegel, berfungsi dengan baik.",5
11,Eddy,"hp masih disegel, garansi resmi",5
12,A***d,Produk bekerja dengan baik,5
13,Fira,Pengemasan aman. Barang juga oke. Makasih seller,5
14,Aa,top pengiriman cepat barang sesuai,5
15,Jasmine,"mantap beli disini, pengirimannya cepat dan packingnya aman pakai dus 👍😁",5
16,agus,keren barang nya,5
17,rolis,"pelayanan toko bagus, Tokopedia bagus, cuma pengiriman lewat estimasi, terimakasih seller & Tokopedia.",5
18,Yulianto,"Pengiriman cepat, Barang masih segel, kualitas bagus ... Semoga awet",5
19,m***o,barang nya bagus sampai sekarang cuman takut aja update software katanya bikin lag dan sebelumnya pakai redmi note 7 lancar jaya abis update software malah tambah berat d... ,5
20,A***s,sangat cepat respon nya dan kualitas bagus bungkus nya sangat rapih,5
21,M***d,keren,5
22,De,Alhamdulillah barang sudah sampai tak kurang suatu apapun,5
23,Muhamad,good. konsumen suka..,5
24,Indra,"sampainya cepet banget, barang oke, mantab deh pokoknya",5
25,Agus,Barang berkualitas. bagus sy suka. Pengirimannya pake instant jadi cepat. Semoga awet dan lancar.,5
26,Ari,barang diterima dengan baik. fungsi belom di coba. terimakasih,5
27,R***a,Barang rapi tersegel saat sampai. belum sempat dipakai. semoga saja dengan Ram besar 8/256 hp ini akan awet. terimakasih seller...,5
28,Puja,barang nya cepat sampai😍 dan suka banget pakingnya rapih dan amanah 🥰,5
29,Eka,barang bagus. manteplah,5
30,L***a,aman banget packingnya. sampe cepat dan kualitas bagus sih. semoga tahan lama. gak nyesel belanja via tokped. semoga experience waktu makenya bagus,5
31,Break,barang official dari xiaomi pasti sudah terjamin aman,5
32,Nova,Xiaomi Poco M4 Pro bagus 🎣,5
33,Sani,"Packing ok, Pengiriman cepet banget... Barang berfungsi ..",5
34,Ega,"mantap 3 hari test lancar gada kendala, seler fast respon banget, oke banget dah",5
35,abdullah,moga awet,5
36,Y***n,"barang tersegel dengan baik, packing aman, produk okeh sesuai deskripsi",5
37,T***i,"bagus, berfungsi dengan baik dan aman bngt",5
38,R***i,"barang masih trsegel, pgriman std barang mulus smoga awet",5
39,Roni,,5
