nama,komentar
Arif,Mantap...
Hariman,recomended
Arif,Alhamdulillah... Cepat sampainya dan mantap
R***l,mantap
Abdurochman,terima kasih sudah megirimkan pesanan sesuai jadwal & telah diterima dengan baik.
Kresna,Barang diterima dalam kondisi baik dan sesuai pesanan
h***n,"paket sudah diterima, bahannya bagus cuma lengan bajunya agak sempit padahal ukuran XL."
Syahrul,mantul
R***t,bahan lumayan bagus adem..cuma request warna gak sesuai foto..yg satunya mmg diganti tetapi yg black diamond ternyata warnanya ada ungunya bukan hitam semua
Diana,Bagus
F***q,"barang bagus, jos"
Bane,Batiknya bagus
ZUL,"model keren, ukuran pas, bahan bagus"
Sarozi,mantap pas sesuai gambar
siti,sesuai gambar
sam,mantap
Kasih,sudah beli 3 kali Alhamdulillah.. ok ngga ada masalah.. semoga awet
RASIMAN,mantap terima kasih
Ahmad,lumayan buat lebaran
Yudi,sesuai harapan
Romli,bagus.. joss lah
alex,Modelnya pas di badan dan bahan stretch.....kerrennnn
Drafter,bagus
Richard,TOP BGT
tommy,bagus. puas. saya mau pesan lagi
Andik,barang bagus
Yudi,"Bahannya bagus, adem dan terasa melar. Foto dan aslinya sesuai ekspektasi. Batiknya kereen ditambah lagi dong motifnya."
S***u,recommended mantap bgt dah 👍🏿👍🏿👍🏿
Shovian,sip
Muhammad,puas dngan brang dan kualitas'y sngat cocok dan bagusss 👍👍👍👍♥️♥️♥️♥️
Arie,Mantap 👍
susilo,"paket sudah sampai,mantappp"
MOCH,oke barangnya bagus sesuai deskripsi
Muslim,"ukuran pas,barang bagus"
supriyatna,"barang jahitan rapi,saiz sesuai & puas banget"
gatot,bajunya bagus + ukuran sesuai
saelan,good
Garvin,Mantapppp..... Pembelian ke 2
A***s,👍🏻👍🏻
Aben,ok banget pengirimannya juga cepat👍
F***l,keren
wahyudi,Mantappp.... cucok boooo....
funny,"mksh seller,baju songket Nya bagus, bahannya adem dan melar,semoga makin sukses tokonya dan amanah mksh untuk kurir Nya ramah mksh utk toped,semakin jaya selalu dan terpe... "
Aben,Mantap
Ahmad,good
a***p,"modelnya keren, bahannya nyaman, jempol pokoknya"
Muhammad,bagus
R***y,mantap
f***o,
M***M,
