,nama,komentar,rating
0,Tri,kurirnya lelet.....,4
1,Asep,mantap sesuai pesanan semoga awet,4
2,Abdullah,"maaf cuma sy kasi 4* soalnya warna tdk sesuai minta hijau dateng biru, sisanya recommend, pengiriman cepat, respon cepat, original.",4
3,P***a,barang sampai sesuai dengan apa yg dipesan..,4
4,E***s,Produk sesuai Deskripsi.,4
5,Miranti,kok ada nama orang di phone book hp nya,4
6,Tedy,gak dapat bns headset..mengecewakan..,4
7,D***l,pengiriman lambat ....,4
8,fie,gan kok gak dpt softcase nya ya,4
9,N***a,"sayang aja barang repack, segel lebih besar daripada segel ori",4
10,HAFIDZ,Cepet banget semoga awet,4
11,sahirudin,pengiriman nya cepat banget...,4
12,A***d,minta abu dikirim biru,4
13,M***n,ok,4
14,Bahar,"proses cepat.. pengiriman lancar.. packing standart.. barang OK,NO-MINUS.. terimakasih..",4
15,Mundy,"Respon cepat, barang ori dan masih segel👍🏻",4
16,B***r,produk ok banget hanya kurir ny yg lola,4
17,A***c,ok,4
18,H***i,"Barang sesuai yg dipesan, cuma untuk charging masih pake mikro usbnya lama, bukan type c seperti redmi 8. Sayangnya IMEI belum terdaftar di situs kemenperin.co.id, sama t... ",4
19,HAFIDZ,Cepet banget semoga awet,4
20,sahirudin,pengiriman nya cepat banget...,4
21,A***d,minta abu dikirim biru,4
22,M***n,ok,4
23,Bahar,"proses cepat.. pengiriman lancar.. packing standart.. barang OK,NO-MINUS.. terimakasih..",4
24,Mundy,"Respon cepat, barang ori dan masih segel👍🏻",4
25,B***r,produk ok banget hanya kurir ny yg lola,4
26,A***c,ok,4
27,H***i,"Barang sesuai yg dipesan, cuma untuk charging masih pake mikro usbnya lama, bukan type c seperti redmi 8. Sayangnya IMEI belum terdaftar di situs kemenperin.co.id, sama t... ",4
28,HAFIDZ,Cepet banget semoga awet,4
29,sahirudin,pengiriman nya cepat banget...,4
30,A***d,minta abu dikirim biru,4
31,M***n,ok,4
32,Bahar,"proses cepat.. pengiriman lancar.. packing standart.. barang OK,NO-MINUS.. terimakasih..",4
33,Mundy,"Respon cepat, barang ori dan masih segel👍🏻",4
34,B***r,produk ok banget hanya kurir ny yg lola,4
35,A***c,ok,4
36,H***i,"Barang sesuai yg dipesan, cuma untuk charging masih pake mikro usbnya lama, bukan type c seperti redmi 8. Sayangnya IMEI belum terdaftar di situs kemenperin.co.id, sama t... ",4
