,nama,komentar,rating
0,J***y,"Barang bagus tapi komplain saya sama dengan orang2 yg memberikan ulasan disini : PENGIRIMAN LAMA, KESALAHAN DARI ADMIN , BUKAN DARI KURIR. Saya pesan pengiriman instant d... ",1
1,M***d,"saya pesen dr tgl 8, dan kebetulan itu tgl merah, saya maklumi tidak dikirim, tapi sangat disayangkan pelayanan dr toko ini. 1. responnya Sangat lama dan itu Seperti Bot... ",1
2,Theodorus,Respon dari admin hanya template dan balesnya lama. saya beli barangnya pake instan dan pengiriman ga sampe 3km tp harus nunggu hampir 5 jam. respon dari adminnya lama da... ,1
3,Jemi,"pengiriman lama, saya pikir belanja di official bs aman, praktis, amanah nyata nya lebih baik pelayanan penjual toko biasa. sebum checkout respon setelah itu di abaikan,... ",1
4,Aghil,"dari segi barang saya gak kecewa, mulus semulus mulusnya, tapi untuk promo yang ditawarkan mengenai youtube dan spotify gratis sangat tidak jelas karna di aplikasi samsun... ",1
5,M***M,👎🏻,1
6,Riza,Maaf bintang satu saja karena pengiriman sangat lama. Barang nya Ok.,1
7,Muhammad,"driver komplen karena harus nunggu 2 jam lebih untuk pickup saja. dan dichat ga response. memang si sibuk karena banyak pesanan, tp tetap pelayanan dan kualitas layanan... ",1
8,ary,"Krna official store, costumer service dan service harusny excellent. Sabtu minggu libur spt PNS",1
9,a***e,"samsung care nya g dapat, udh november knp promo nya ttp dipajang tidak diganti kek sesuai promo di bulan november dapatnya apa saja, bikin kecewa aja",1
