,nama,komentar,rating
0,nia,"pengiriman lama, pesanan tidak sesuai dgn apa yg dipesan. kecewa sama barang yg dtng tdk sesuai pdhal produk terkenal.",2
1,Dhika,"ini kok luntur banget ya, pas pencucian pertama kalinya, hand wash, udah diperas dan dibilas berkali2, pas dimasukin keranjang cucian ketumpuk baju lain, eh kena lunturan... ",2
2,Hangga,Mohon maaf harus kasih bintang 2 bkn krn barangnya tp krn pelayanan dari tokonya. Barangnya delay kirim 2 hr statusnya gagal di pickup kurir dan ketika di chat balasan da... ,2
3,a***e,"kerah cepat rusak, benangnya ambrol.",2
4,H***o,ukuran baju tidak sesuai deskripsi,2
5,L***G,"jenis kain & warna berbeda dari pemesanan pertama, pesanan pertama (1) lebih bagus dr segi material + warna kain",2
6,Yusuf,kurang bagus,2
7,Martinus,Produk 5/5 Respon Admin 4/5 Pengiriman 2/5,2
8,Nada,"sekelas official masih jauh dikatakan layak. tapi produknya ok, lumayan",2
9,Veriel,"respon penjual lama, prosesnya lama, sudah make nextday tetep aja lama prosesnya, datang paket lewat dari estimasi hari di aplikasi. terimakasih atas pengalaman yg sudah... ",2
10,Rahadhika,"baju nya dalam kondisi lecek, ngeselin jadi harus di gosok dlu",2
11,Wishnu,Jahitan nya gak rapih mohon di tingkatkan kualitas nya,2
12,idham,"saya pikir dengan blanja onlen di erigo secara online, barang yg datang dlm kondisi mulus, tp kenyataannya beda jauh dengan yg saya harapkan dan jujur sy kecewa. yg saya... ",2
13,M***i,,2
14,r***i,,2
