,nama,komentar,rating
0,INSANKMIL,"agak sedikit kecewa dengan erigo kali ini karena slow respon , dan tidak ada balasan dari admin nya , meskipun barang nya sampai namun telat",3
1,T***i,"sudah mendarat tetapi sayangnya respon dalam memproses pesanan lama banget untuk sampai ke ekspedisi, mohon untuk ditingkatkan lagi.",3
2,eric,"Pesanan semua sesuai size M, tapi ada 1 baju yang ukuran nya kecil sendiri padahal label size nya sama sama M, tapi ukuran nya beda kecil sendiri. Overall udah oke banget... ",3
3,H***O,Beda dengan foto,3
4,Kristo,Size L serasa XL,3
5,Eka,responnya lama,3
6,Mukhamad,ukuran beda dibandingkan dengan size M varian warna lain,3
7,Fachri,pengiriman seminggu lama bgt,3
8,Ardiansyah,pengiriman cukup lama,3
9,Muhammad,saya pesen 27 dengan pengiriman 1 hari sampai tapi baru sampainya tanggal 31 padahal barangnya mau di pake tuker kado karena telat saya jadi harus beli barang lain untuk... ,3
10,Myhammad,"Tebalnya pas, bahannya adem. Tapi ga pernah sama bentukannya tiap kali beli, ada sobek dikit bagian lengan",3
11,Christianto,"Kualitas sesuai harga, luntur parah ternyata",3
12,Pietermanting,Biar dikira diskon harga asliny tertera d tag 300 wkwk Tp yaudah lah support brand lokal judulny 🤣,3
13,Rama,Pengirimannya lama banget padahal deket lokasinya. jahitan kurang rapi. bahan adem enak nyaman.,3
14,E***a,U u u u u u u u u u u u u u u u u u u u uk k k k k k kk uuuuran,3
15,Bayu,over price,3
16,G***g,Real pict,3
17,S***a,bahan nya kurang oke,3
18,K***n,menunggu konfirmasi pesanan aja lama,3
19,J***h,Tinggi 182-82 pake size xl kepanjangan coy gile kaya baju ondel ondel,3
20,M***d,Sekarang pengiriman agak lama,3
21,V***a,terpaksa mengganti warna lain karena ternyata Stok nya abis,3
22,r***a,"seller ramah, pengiriman dan update nya sangat mengecewakan sepertinya krn bebas ongkir jd dilama² in lewat 1 dr hari pengiriman dan giliran penambahan wkt pengiriman cep... ",3
23,bung,Cukup baik,3
24,M***d,"Biasa saya pakai XL, Tapi ini XL nya besar banget. jadi harus di kecilkan lagi. ERIGO PELIT STICKER. ORDER 3 PCS BAJU TIDAK DAPAT STICKER.",3
25,Syaiful,Kualitas produk bagus.,3
26,Franky,"jahitannya kurang rapi, lecek dan kusam warnanya",3
27,Boby,"Nyaman dipakai. tapi jaitannyaohon diperhatikak, ini bahannya lepas",3
28,ahmad,cuting oke kualitas no,3
29,Axel,Kualitas produk bagus. Nyaman dipakai. Produk sesuai dengan foto.,3
30,Tri,Bahannya adem.,3
31,k***y,"Ngak sesuai ekspektasi, bajunya lebih kecewek cocoonyaaa …",3
32,F***z,Produk bagus tapi pengirimannya lama . Tertunda terus,3
33,Tegar,"bahan bagus, gx tau ada masalah apa pengiriman nya lama bnget, sedikit kecewa sih nunggu lama,",3
34,Sutriadi,cukup puas banget sama barangnya,3
35,Addien,bagus Barangnya tpi gakepake ... Pas Klik L eh pas C/O jadi M mungkin karena Abis L nya... udah ajukan pengembalian Langsung Padahal... gabisa katanya udah diproses... ya... ,3
36,A***a,Size beda beda Bahan ciut setelah di cuci,3
37,K***l,jahitan kurang rapi,3
38,B***u,barang tdk sesuai pesanan,3
39,A***n,b ajasi bahannya,3
40,A***s,Jahitan tidak rapi adalah kelebihan erigo.,3
41,Lilis,Packing Berantakan.,3
42,Rado,lumayan,3
43,H***a,Barangnya kaya baju cewe yang M mesti ambil yang L,3
44,Muh,B jah,3
45,M***d,"jahitan bagian lengan nya banyak yang putus ( brodol2) , bahannya tipis tapi nyaman , admin ramah dan pengiriman cepet , ya itu tadi minusnya di jahitan bagian lengan rus... ",3
46,ANDI,agak kecewa sih..karena jahitan di lengan banyak yang lepas...saran aja mungkin QC nya lebih tingkatin..,3
47,Y***a,,3
48,M***d,,3
49,Iyal,,3
