,nama,komentar,rating
0,Zainal,bagus,4
1,Muhammadbintangn,Slow bgt resp nya,4
2,YN,kainya lemes jatuh. sesuai dengan harga,4
3,Renaldo,Pengiriman lama,4
4,Bram,ukuran pas sih longgar. tapi pendek banget jadi keliatan jangkis,4
5,darajat,"kualitasnya bagus, pengiriman lambat",4
6,Fandi,"bahan bagus, tp hampir gak jd pake u acara, seller respondnya ketika ada masalah pengiriman kurang friendly",4
7,Muhamad,"Pengiriman lama, barang kualitas bagus, stylish",4
8,Andi,Keren,4
9,muhamad,"bahannya bagus, tapi jahitannya kurang rapih pada bagian lengan sebelah kanan tidak simetris dengan yg kiri panjang sebelah. pengiriman lemooott",4
10,R***a,"untuk barang oke"" saja dan aman kualitas oke untuk pengirimanya lumayan lama",4
11,cheka,pengiriman lama,4
12,Mahatma,"bahannya keren, enak banget dipake nyaman sama badan. Pakai ukuran L pun sangat pas. namun dari sisi pengiriman masih banyak haeus dibenahi, hampir 3 hari barang ketahan... ",4
13,kukuh,bahan adem,4
14,Ferdinando,"Kecewa sama kurirnya, barang saya tidak sampai""",4
15,ikasurya,ngirimnya lamaaaaaaa,4
16,F***i,bahannya adem tapi gampang kusut,4
17,Rick,Kwalitasnya lebih bagus. Yg pengirimanya yg telat. Prosesnya pelan pelan,4
18,A***l,mantaf sesuai bahan dingin lumayan tebal,4
19,Y***o,Bagus,4
20,A***s,"barangnya keren, tp nyampenya lebih lama dari waktu estimasi",4
21,Del,Cukup puas. Quality control harus lebih diperhatikan. Masih banyak benang sisa jahitan berlebihan di setiap sisi. Bikin jahitan kurang rapih. Tapi bahan sudah bagus.,4
22,Dicky,"tarlalu besar keknya, salah size",4
23,Nilna,pengemasan lama poll beli tgl 9 dikirim tgl 15,4
24,Muh,panjang ny beda sedikit sama yg warna laen,4
25,Renald,"Bahannya sih enak cuma ya Jahitannya gk rapih ,keliatan soalnya ….",4
26,F***h,"Kualitas oke, barang sesuai pesanan, cuma packing kurang, packing sobek seperti dibuka oleh pihak jasa kirim Sicepat. Mohon diperbaiki agar kejadian tidak terulang kembal... ",4
27,A***i,"Barangnya bagus dan baik, hanya saja waktu pengiriman yang ditunda membuat lama",4
28,daydreamer,pengiriman nya lama,4
29,Ahmad,"barang bagus, pengiriman lama sekali, keterangan gagal pick up barang belum siap terus.",4
30,shandyutama,"Pengirimanya gagal terus, tapi akhirnya sampai.",4
31,w***n,bahanya ternyata so so lah,4
32,S***n,Jahitannya rapi Nyaman dipakai,4
33,R***o,jahatahanbagahsjsjs susisaoqkjsysybjwus. sususu,4
34,Sumando,oke,4
35,A***R,asa kegedean,4
36,a***d,Bahannya ga adem2 bgt ternyata,4
37,Adhi,"bintang 4 dulu saya kasi karena kurang lengkap nggak ada sakunya, fokus saya ke bahan rayon jadi nggak perhatikan sakunya setelah dibuka ee... ternyata nggak ada sakunya,... ",4
38,K***y,"tampak jauh perjalanan kemeja-kemeja ini.. agak lama proses dan kirim barangnya,, enak beli langsung di toko/bazarnya erigo daripada online,, lama 😅",4
39,Idabagus,kebesaran,4
40,R***s,good,4
41,I***a,"Barang sesuai pesanan, hanya saya kurang suka untuk desain bagian lengan nya",4
42,rizal,as I expected,4
43,J***l,"kalau soal kualitas Erigo jangan di tanya,, bagus.... Tapi Tolong Ditingkatkan lagi pengiriman nya sesuai pesanan ya...",4
44,G***g,Bahannya gampang lecek.. Mungkin karena full catton,4
45,M***d,sobek gan.... gimana yak ini realitanya maap bang erigo yak klo org jadi mikir2 lg klo beli haha,4
46,NUGROHO,"Panjangnya beda kayak yang size s sebelumnya, saya beli yang navy pas, beli yang item lebih panjang padahal sama” size S",4
47,M***d,"bahan bagus tidak tipis, adem nyaman, ukuran pas sayangnya pengiriman molor",4
48,Adhima,,4
49,R***o,,4
