,nama,komentar,rating
0,Jeffreyaldy,Nyaman model bagus jahitan rapi ukuran pas,5
1,i***n,"Total udah punya 10, beli 3 bulan sekali 🤣 bahan enak soalnya",5
2,D***n,"ukuran pas, bahan jatuh, masih belum dipakai, tapi cocok",5
3,Y***r,mantapppp,5
4,A***s,👍,5
5,deas,bagian kerah nyetrikanya kurang rapi,5
6,M***d,Mantap,5
7,Jerremy,Oke,5
8,Bayu,barang sesuai dengan gambar yang dideskripsikan😘,5
9,Muhammad,"Bahannya bagus, nyaman di pake ga bikin gerah. tp pengirimannya lama maklum mau lebaran orderan membludak. Thanks Erigo",5
10,M***n,Alhamdulillah barang sesuai deskripsi,5
11,Asan,ok,5
12,Nur,overall bagus. lebih baik pilih satu soze keatas. rada susah disetrika.,5
13,B***s,"bagus bahannya, adem, kerenn",5
14,m***d,bahannya enak dan gak gerah,5
15,Fathur,Thebestt lah pokoknyaa,5
16,Achmad,mantapp barang bagus ukuran sesuai,5
17,Aldiansyah,Casual bgt guah,5
18,Doni,overall bagus,5
19,Ardi,Mantap udah order ke dua tapi kaya beda ukuran wkwkwk yang penting cukup lah,5
20,Muhammad,#Lebaran Pake Erigo,5
21,A***a,Mantab brg nya,5
22,Satria,"Proses order agak lama, produk sesuai deskripsi, kualitas cukup bagus",5
23,P***U,Baguusss👍,5
24,A***i,okeee,5
25,a***y,"Cool, bahan lembut dan halus, enak dipakai tidur",5
26,lia,"bahannya adem, pas ukurannya. cuman lama sampe nya",5
27,R***i,"produknya bagus,tapi pengirinannya lama. seller slow respon",5
28,D***l,selalu cocok,5
29,Ratnawati,Keren kemejanya min. Uk pas bahan enak gak kaku,5
30,Viki,"Model oke, size pas, dan bahan ny masuk kategori comfy.",5
31,catur,keren dan ga pernah gagal beli ERIGO,5
32,W***m,"bahanny enak, bgus, thanks",5
33,Galang,"Adem, simple, nyaman",5
34,Suhartati,bahan bagus,5
35,Nadia,maaf ga sempet foto produknya. udah pembelian yg ke sekian kali untuk kemeja ini. dabest lah !!,5
36,D***u,oke,5
37,Muhamad,bahan adem enak,5
38,I***r,"barang sesuai deskripsi, bahan adem",5
39,Ronaldy,biarkan bintang yg berbicara,5
40,Mulia,"Bahan super duper adem, bahannya enak sekali",5
41,S***n,"ukuran pas, oke..,…..",5
42,W***h,produk okeeee,5
43,Feldy,bahan nyaman ukuran pas,5
44,lia,"Bahannya bagus, enak dipake",5
45,Oleh,bagus nyaman di pake,5
46,D***n,Good,5
47,Amru,bagus. saya suka bahannya.,5
48,Lukman,,5
49,gurimal,,5
