,nama,komentar,rating
0,Kurniawan,"segel aman , cuman pengiriman nya lama banget",4
1,Jati,hmmmmm,4
2,Marina,"ga se wow yg ku bayangkan karna pas dipake isi dalemnya display dll jelas beda sama yg smartphone sekelas keliatan jadul, untuk expand ram juga butuh memory card yah baru... ",4
3,Nikita,Normal office for that price,4
4,Dayan,barang sesuai pesanan,4
5,Rizal,Bagus untuk harga segini,4
6,E***s,"Alhamdulillah barang nya cepet sampai,packing rapi bagus,ini barang pesenan orang lain. mf ga bisa kirimin Poto nyaa,karna langsung di kasihin, lupa di Poto in",4
7,subli,nggak dapat casing,4
8,A***m,barang oke. sesuai dengan harga yang relatif murah,4
9,saryono,bagus,4
10,M***n,"Alhamdulillah sudah sampai,terima kasih xioami sudah mengeluarkan HP ramah dikantong,kebetulan hp Ayah rusak,jd jodoh disini.",4
11,liu,pengiriman barang agak telat bossku,4
12,N***o,Kemasannya harusnya lebih baik lagi.,4
13,Amsi,pelayanan ramah dan cepat,4
14,f***n,,4
