,nama,komentar,rating
0,Davit,Kaosn,3
1,Subur,bahan tipissss,3
2,J***i,sesuai pesanan 👍,3
3,Yon,"barang udah sampe, say ang sobek, haduuh",3
4,Budi,"pertama beli, pckingnya luar biasa... kedua beli pcking biasa aja",3
5,A***l,"bahanya sangat tipis, belum standar menurut saya, maksih",3
6,Eko,"Beli 2 warna, putih sama abu muda, kecewa sama yg putih bahannya jelek, beda dengan yg abu muda bahannya bagus",3
7,Adrijanto,"Tipis banget, mungkin Karena harga murah sik",3
8,F***i,"Dari segi kualitas oke bgt tp sayang salah warna, minta black misty dikasih black, alhasil kembar sama baju yg sebelumnya",3
9,Noni,Dulu suka beli di Rava bahan enak adem.. skrg bahan beda ya.. agak panas di pakai..,3
10,F***i,Brang oke... Pengennya yg s tapi dikirim m ..jd kegedean deh,3
11,Aji,"bajunya bagus, namun kualitas pengiriman harus ditingkatkan, pesan pake jne yes hari jumat check out 9:46 namun dikirim seller hari sabtu.... alhasl jd br smpe jkt minggu... ",3
12,lucky,Ukuran bajunya agak gak konsisten. Henley lengan panjang yang saya beli awal tahun ukuran M sudah pas dgn ukuran sy. Beli lagi bulan lalu size M tapi ukurannya berbeda. L... ,3
13,Razif,"Barang sudah saya terima, Terimakasih",3
14,A***n,Lumayan lah dari pada Lumanyun,3
15,Jo,Bahannya tiap warna kok beda semuaa yaa padahal udah beli 2x disini tapi setiap warna beda2 bahaan.,3
16,Dwi,"Bahannya buat tiap warna beda ya, dah beli rava 3 kali beda semua",3
17,Anjar,"Ukuran Pakaian disini jika order sesuai pas ditubuh , tapi kalau bahannya tipis. Saran jika pesan warna selain putih tidak begitu masalah karena tipis enaknya adem gak pa... ",3
18,Viridis,"Model bagus, suka, bahanya yg biasa, mirip2 combed 30 ya kalo ga salah",3
19,edgar,"Barang sesuai, namun bahannya tipis sekali. Yah sesuai dengan harga ekonomis",3
20,Saiful,"barang sesuai dengan gambar,bahan halus enak dipakai",3
21,zest,Makasih gan.. Barang uda sampai,3
22,Vincent,"Beli ukuran L, agak pendek bahannya. Tp overall oke. Pengiriman lama, nunggu sampe uda mw batal baru di prosess. padahal pakai paket YES.",3
23,jhonny,"Sesuai spek,cepat dan paking ok",3
24,Arman,"Barang sesuai pesanan, tq gan...",3
25,Danang,Ternyata Bahan tipis dan berbeda tiap warnanya,3
26,Romli,Biarkan bintang berbicara,3
27,V***n,Mantap...sudah diterima. Layanan Cepat,3
28,diyah,"Ukuran sesuai, jahitan bagus, warna abu muda misty terlalu tua.",3
29,Zul,Kualitas barang sesuai harga.bagus and adem di pakai,3
30,R***y,Ukuran L beda dgn yg sy pesan bbrap bulan lalu. Kali ini lbh kecil :(,3
31,Sutha,Lumayan lah buat di pakai sehari hari,3
32,Yoviansyah,"suka dengan barangnya, sesuai ekspetasi",3
33,Eli,terima kasih dan sudah diterima,3
34,hendra,Lumayan. Sesuai harganya,3
35,Rudi,"Barang sudah diterima dg baik, sesuai dg gambar. Bahan agak tipis akan lebih baik lagi jika sedikit lebih tebal. Secara umum bagus.",3
36,Devis,Ok ja............................................,3
37,Lucky,Lumayanlah.. semoga terus berkembang,3
38,Roni,Bahan biasa bgt. Tipis.,3
39,Lovenna,"Lumayan cm dr sisi jaitan terlihat brg murah,tdk seperti baju2 ternama di mall",3
40,Siti,"Bhannya agak tipis, tpi saat dipke cocok utk suami sya. Thanks",3
41,N***r,"Barang sudah sampai, belum saya coba semoga pas",3
42,Imron,Sesuai harga dengan mutunya,3
43,nasrul,Sesuai dgn harga murahnya,3
44,aldies,Barangnya sesuai harga halus tapi tdak tebal lumayanlah,3
45,R***i,Pengiriman dan respon cepat tapi Warnanya nya gak sesuai sama di gambar :(,3
46,Rubby,Pengiriman lama hampir 10 hari saya kiri paling lama cuman 3 hari,3
47,Mugiono,"Barang lumayan , kemasan ok ,",3
48,Wisnu,Pesennya warna putih 2 tapi di kasih maroon 2 😔,3
49,Amar,Pengiriman kurang teliti dan lama sekali respon,3
