,nama,komentar,rating
0,Heppy,bahan super tipis,1
1,A***n,"Sangat Kecewa,estimasi tgl.15-17.,nyatax tanggal 19 baru tiba,jelek banget playananx",1
2,Ramadhanu,"Baru kali ini, saya sangat kecewa dengan pelayanan rava.. Benar - benar kecewa.. Semoga hal ini bisa jadi pelajaran buat para pembeli dan juga pihak rava sendiri.. Barang... ",1
3,R***t,"Apess ketipu, baju cotton import tapiBahan kaos partai.",1
4,M***h,"Admin sangat lemot, respon sangat sangat sangat kurang. TIDAK direkomendasikan",1
5,adi,"Parah, ada bekas semacam lem jadi warnanya ada yang pudar",1
6,Arie,kaos sampe sekarang ga ada sampe ke rumah. dimana saya bisa protes,1
7,berkahjaya,"kok kayak gini ya pelayanan di Rava ID yg kaosnya bnyk dpt bntang 5 ???? order pertama sdh APESSSSSSSSSSSS?? dpt kaos yg wrnanya GAK SESUAI SEMUA, pesen maroon & abu tua... ",1
8,Fajry,"Ukuran tdk sesuai ,bahan tipis kemahalan harga segt",1
9,Iyan,Banyak sulapan yang asli S hanya satu. Saya kecewa,1
10,uchu,Barang tidak sesuai dengan yg z pesan pertama n kemarin z pesan warna navy pas dengan badan z kainx jga bagus terus z pesan lagi maroon ndh sama panjang dengan warna navy... ,1
