,nama,komentar,rating
0,Centra,kualitas jelek,2
1,E***g,Bahanya tipis,2
2,topan,"warna gk sesuai,pdhal udh ngarep bnget brang ny sesuai gmbar ,trnyata malah jauh beda",2
3,Ibnu,"Alhamdulillah.. Saya sudah 3x belanja di toko ini... Barang sesuai pesanan, dan pas di badan.. pekingan rapih, in syaa Alloh rekomended.. sukses selalu gan..",2
4,Rochmad,"Bagi saya Harga SANGAT TERLALU MAHAL dibanding kwalitas, Gambar ulasan saya, lengan pendek beli di Mini Market dan saya punya banyak u/ kaos dalam. Seller Ramah, Terimaka... ",2
5,Abiyyu,"Pengiriman lambat, kurang responsif",2
6,Ester,Biasa aja...tipis bahannya,2
7,Anwar,Bagus di foto drpd asli nya,2
8,Rinaldi,Dikasih yang jaitan nya kurang rapih hmmm hmm,2
9,Muhammad,"Beli yg warna putih, kualitasnya kurang sih. Ukuran M nya agak lebih kecil drpd yg lengan pendek",2
10,Ahmad,bahan nya tipis pentil saya keliatan,2
11,Irwandi,"Bintang u/pelayanan nya. Transaksi hari jumat 6 april, mengaku barang sudah dikirimkan ternyata baru dikirimkan hari senin 9 april sore, update no kiriman rabu 11 april.... ",2
12,Toni,Biasa aja kualitas ya... Wajar sama harganya,2
13,Nur,ketepatan waktu pengiriman kurang.,2
14,H,"Tidak sesuai poto, heheheheheheheheheheheheheheheheheheheehehehehehe",2
15,ade,lumayan la baju nya tapi... baju nya panas,2
