,nama,komentar,rating
0,e***i,semoga awet . barang mulus.,5
1,Muhammad,Mantabbbbbbbbbbbbbbbbbbbbbbb,5
2,D***i,"udah dicek, spek sesuai deskripsi dan sejauh ini semua fitur berfungsi. worthy banget sih harga affordable dan kualitas oke. semoga bisa awet jangka panjang. thank you",5
3,A***n,"Semoga awet amin, recommended.",5
4,R***K,Sesuai spek,5
5,Rina,"hallooo kak... mohon dibaca chatnya, maap itu tutup nya kemana ya?bisa dikirim ga tutup nya? khawatir kena air terima kasih",5
6,Haniv,"recommended 👍👍,.",5
7,Budi,mantuuul,5
8,Warmsilo,"respon cepat, masih mulus juga.",5
9,Maulana,2x pesan barang yg dikirim mantap tidak mengecewakan dapat barang yg muluss battery bahkan kuat 5jam,5
10,Y***s,"bagusssss, semoga awet🙇‍♂️ seller responsif, thank you jangan ragu beli disini guys, super recomended🥳 thanks juga Pak Pos Indonesia",5
11,Achmad,"barang sudah sampai, barang sesuai dengan pesanan, di test lancar,internet jalan, ringan. thanks ya gan,,,,",5
12,Teguh,"dapet barang mulus banget, mantep lah pokok na",5
13,H***r,oke,5
14,D***e,"Murah tp ga murahan. Sempet maju mundur buat beli, karena ga pernah beli brg second (takut zonk) tp abis mikir2 kalo buat kerja data doang ngapain mahal2. Akhirnya berani... ",5
15,Bobi,Terbaik dan Terpercaya lah ini seller 👍👍,5
16,Iven,Barang sampai cepat dan laptop sangat bagus,5
17,Sahabat,"produk bagus, fisik bagus nyaris 100%",5
18,K***a,"mantap, produk sesuai bekerja dengan baik. sesuai dengan spesifikasi. Packaging aman dan diproses cepat",5
19,Arya,Baru dicek awal .. okeh sesuai spek .. mdh2an awet ya .. mksh seller,5
20,Bayu,"barang mulus, sesuai deskripsi produk. pelayanan cepat responsif seller. recomended. trims pada seller sukses selalu",5
21,Rachmat,"mantap terima kasih seller, sesuai spek, rekomendet",5
22,Ahmad,"mantap, harga murah performa nggak murahan 👍",5
23,Bayu,"barang sudah sampai selamat ,smga tahan lama terbaik",5
24,faiz,"barang overall oke , sesuai pesanan. harga murah. cuma pengiriman aja yg lama bet. kungkin kendala pemilihan kurir yg kurang tepat. tk.",5
25,Arul,oke lah good,5
26,Deni,mantapp,5
27,Satrio,"Laptop nya berfungsi dengan baik hanya minus body sedikit lecet bekas pemakaian,respon dari seller nya juga fast respon",5
28,Wahyudi,"Barang Bagus, kayak pakai dan bermanfaat. thanks",5
29,i,"barang nya msh bagus walopun second, recommended deh pokoknya",5
30,Bayu,"barang mulus, sesuai deskripsi produk. pelayanan cepat responsif seller. recomended. trims pada seller sukses selalu",5
31,Rachmat,"mantap terima kasih seller, sesuai spek, rekomendet",5
32,Ahmad,"mantap, harga murah performa nggak murahan 👍",5
33,Bayu,"barang sudah sampai selamat ,smga tahan lama terbaik",5
34,faiz,"barang overall oke , sesuai pesanan. harga murah. cuma pengiriman aja yg lama bet. kungkin kendala pemilihan kurir yg kurang tepat. tk.",5
35,Arul,oke lah good,5
36,Deni,mantapp,5
37,Satrio,"Laptop nya berfungsi dengan baik hanya minus body sedikit lecet bekas pemakaian,respon dari seller nya juga fast respon",5
38,Wahyudi,"Barang Bagus, kayak pakai dan bermanfaat. thanks",5
39,i,"barang nya msh bagus walopun second, recommended deh pokoknya",5
40,Tridatu,"barang bagus, pengiriman cepat, saler ramah, rekomeded",5
41,leholey,Alhamdulillah sampai dengan selamat,5
42,E***M,"performa baik, packing baik. respon baik. terbaik",5
43,A***s,"barang mulus tidak ada masalah apapun, dari pihak ekspedisi pun cepat. barang sesuai ekspetasi semoga awet 🙏",5
44,Farid,"ga kerasa udah setahun Makai,,, cuma keyboardnya udah rusak",5
45,Hawin,masih seperti baru .. mulus .. tp di bagian bawah bagian karet dudukan / kaki nya copot satu .. gp2 sih masih cukup worth it dan memuaskan .. semoga awet ..,5
46,Y***o,Sip.. Keyboard Jepang 🤣😅,5
47,Sigit,"Mantab, fast",5
48,Ayeng,Mantapp,5
49,M***d,,5
