,nama,komentar,rating
0,Banu,"yang warna putih agak transparan, selebihnya oke",4
1,yudi,"beli 2 item, abu dan putih tp dr 2 itu bahan nya beda2. yg putih jelek betul bahannya kaya spanduk partai",4
2,Iink,"cepet sampai.. rapih, tp bahan kurang lembut. its ok",4
3,Z***i,ukuran XL nya.... kecil y,4
4,Mardian,"XXL masih sempit ,bukan regular SPT nya ,,regular fit kayak nya ,ya sudah lah",4
5,Dewangga,"alhamdulillah barang sampai dengan selamat, barangnya bagus sesuai di poto dan harganya",4
6,Hendrik,lumayan lah,4
7,W***i,"ukuran dan model pas, tapi bahannya tidak sesuai harapan, tipis dan nerawang",4
8,Rendra,beda sama yang di foto,4
9,Devi,Barang yg di kirimkan tidak sesuai dengan yg di tampilkan. Walaupun merek tetap sama tp model berbeda. Penjual tidak teliti dalam mengirimkan barang. walaupun penjual ber... ,4
10,Bahri,bagus mantap cuma sayang pengirimanx lama,4
11,ahmad,biasa aj Baju ny,4
12,R***l,okelah,4
13,Wawank,mantaaaap,4
14,A***p,aga tipis,4
15,s***o,detail seperri ttd/logo d dada kiri tidak sama...padahal itu detail yg mungkin unik kalo d pakai,4
16,usamah,"kualitas standar, tdk jelek tpi tidak bagus2 amat",4
17,Yogi,Modelnya keren 😎. Warnanya mantap.,4
18,Bagus,"Kualitas produk bagus. Nyaman dipakai. Agak kecewa dengan jahitan kancing bajunya terkesan sembarangan, tapi its oke",4
19,layang,Modelnya keren 😎.,4
20,I,biasa aja,4
21,karno,sip barang sudah landing... alhamdulillah sesuai pesanan,4
22,M***i,"bagusss bahannya gak kaku, kaitan rapi. pas dibadan. cuma warna gak begtu navy strong ya. tapi okelah nanti mau beli warna lain",4
23,Tatang,"kemejanya bagus, jahitan rapi cuma sayang tidak ada sakunya",4
24,Muhamad,Mantap👍👍,4
25,H***i,barang sdh smpai dgn selamat..beljm sempat dicoba sortinya ukurannya lebih lega..,4
26,Nur,bahan kurang adem tapi jahitan bagus. yah so so lah...,4
27,ncep,kualitas okeh,4
28,H***o,barang telah sesuai antara kualitas & harga,4
29,Robi,dikirim L. ke gedean kak,4
30,A***o,ok sesuai tp pengiriman bisa dipercepat lagi harusnya,4
31,Nuril,manta0,4
32,Roup,"barang sesuai dengan harga😊 tpi ukurannya,gde juga ya. pake M. malah kebesaran",4
33,Yudha,Bagus,4
34,F***i,"Bagus, pengiriman cpt..thanks",4
35,Y***y,"bagus si, cuma tipis",4
36,suwandi,alhamdulillah sesuai pesanan dan pengiriman cepat,4
37,M***h,"rapih, bahannya bagus & kurirnya baik",4
38,S***r,bagus,4
39,R***t,"mantab barang sesuai, pengiriman tepat waktu. trimakasih",4
40,Oemar,"bahannya rada tipis, lumayan lah",4
41,Reza,manarik...bagus...,4
42,f***o,"jahitan ok, tapi bahan agak kasar",4
43,Akhmad,ok,4
44,Imron,"barangnya cocok, pengirimannya juga lumayan cepat",4
45,Wira,"pengiriman cepat, bahan tebal dan harga terjangkau",4
46,Ainun,suka bangeeettttttttt,4
47,Divia,lumayan,4
48,Arsyah,Beda sama yang di gambar..,4
49,Rully,,4
