,nama,komentar,rating
0,Rido,stoknya ga update.. dikonfirmasi sama admin nya akhirnya tuker navy.. pas dateng beda sendiri ternyata bordirannya..,3
1,H***i,"Bahan kasar, sepertinya bakalan gerah",3
2,A***l,bahan cukup nyaman namun ukuran tidak sesuai dgn di deskripsi,3
3,Khairul,ternyata beda warna beda jenis kain,3
4,Dewi,"maaf seller baru bisa kasih bintang 3 dulu, kata suami di pake agak panas.",3
5,A***I,"Bahan tipis,",3
6,andre,barang cepat sampai respon baik tapi baju yang dipesan xxl tapi rasa xl .,3
7,yusuf,pesan ukuran L. tapi yg dikirim ukuran M jadi agak ngepress di badan,3
8,M***d,model berbeda dengan gambar & pengiriman agak lama..,3
9,M***a,Pesan XL yg dikirim L...yaudah gak kepake...,3
10,F***i,Bahan bajunya kurang memuaskan,3
11,y***a,bahanya di luar expetasi🙈🙈,3
12,Fakih,Kualitas produk bagus.,3
13,M,logonya beda dgn yg di foto produk.,3
14,D***y,Kualitas produk bagus.,3
15,Nawi,bahan ok,3
16,Henki,warna navi barang nya kurang sesuai dengan tampilan di display topes,3
17,rifqi,Kualitas produk kurang bagus. panjang lengan beda sebelah.,3
18,Nidarit,saya kira slimfit beneran eh malah melar utk kain lumayan bagus aja jahitan rapi,3
19,Rika,ukuran M nya besar,3
20,Wahyu,"menurut saya barangnya keren dan bagus, cm kekurangannya agak sedikit panas dan kurang adem...",3
21,j***o,"kemeja dimana ada kantong, jd kemeja ini seperti halnya kaos",3
22,Yuga,sayang ada noda hitam yang g bisa hilang,3
23,Rivalino,kalau komunikasi dengan pelanggan sebaiknya maksimal. seharusnya bisa dengan whatsapp juga,3
24,Ferry,panas bahannya,3
25,Yati,g sesuai harga..pengiriman lama biasa 3hari ini 1mggu baru sampe lambat karena kurir yg malas barangkali...,3
26,T***t,"Barang sudah sampe, cuma kotor dan bau gak tau kenapa , agak sedikit kecewa",3
27,RIZKY,oke mantap,3
28,D***i,"barang udah nyampe, proses pelayanannya cepat, tapi sayangnya saya minta ukuran M malah dikirim ukuran L 😔",3
29,Eli,"barang sih ok, sesuai pic, note: pengirimanya lambat.. tlg diperhatikan. tq",3
30,Lasron,bagus bajunya...exiting,3
31,husni,Tlg lengannya diperbaikin ukuran terlalu besar,3
32,Erick,Bahan tipis..,3
33,Desi,Pesan abu2 datang hijau tua,3
34,Jujun,Untuk kualitas produk bagus .. hanya saja mohon untuk dicek kembali barang sebelum dikirim kak .. karena udah mah saya beli warna putih .. terus kemeja nyampenya agak kot... ,3
35,husni,Lumayan lah,3
36,Indriani,Lumayan tapi ga ada kantongnya,3
37,T***l,"Bajunya ukuran Xl tapi kecil, agak kecewa 😥",3
38,Putra,warna baju tidak sesuai dengan yang di foto,3
39,Lasron,bagus bajunya...exiting,3
40,husni,Tlg lengannya diperbaikin ukuran terlalu besar,3
41,Erick,Bahan tipis..,3
42,Desi,Pesan abu2 datang hijau tua,3
43,Jujun,Untuk kualitas produk bagus .. hanya saja mohon untuk dicek kembali barang sebelum dikirim kak .. karena udah mah saya beli warna putih .. terus kemeja nyampenya agak kot... ,3
44,husni,Lumayan lah,3
45,Indriani,Lumayan tapi ga ada kantongnya,3
46,T***l,"Bajunya ukuran Xl tapi kecil, agak kecewa 😥",3
47,Putra,warna baju tidak sesuai dengan yang di foto,3
