,nama,komentar,rating
0,Andika,3x mesan yg warna hitam logo lamat Motz.. pas cht awal barang di bilang ready.. setelah pembayaran di bilang stok kosong via cht wa.. 3x yg mengecewakan 🙏🏻,2
1,G***r,"Kualitas pengerjaan buruk, masih banyak bekas coretan kapur untuk penanda jahitan yang tidak dibersihkan, ukuran aslinya jauh lebih kecil dibanding yang dicantumkan di de... ",2
2,Agus,Kualitas kemeja sebenarnya bagus tapi ukuran tidak sesuai dengan deskripsi. Pesan XL berharap lebar 56cm ternyata yang dikirim benar XL tapi lebarnya hanya 54cm. Artinya... ,2
3,Andreas,"yang dikirim salah motif, harusnya digambar logo bintang tapi yang dateng kok logo merk ckckckc agak kecewa saya",2
4,A***i,"bahannya kasar,panas",2
5,Siswanto,"sebenarnya simpel aja, barang yg dkrim berbeda dgn yg difoto & g ada keterangan model akan berbeda dgn foto, klo dr awal ada info beda cerita...",2
6,Michael,ukuran apa ini besar bangettt,2
7,Santo,"pengiriman cepat, kualitas sangat kurang, jadi sangat kecewa....",2
8,Ikhwan,order L dikirim M,2
9,Epri,bahan ketipisan sampai menerawang..krg sebanding dgn harga nya.,2
10,Y***h,"Saya kira saya yang udah buta warna ternyata ada yang senasib, pesan warna abu yang di kirim warna hijau tua, padahal di daftar gambar warna hijau tua tidak ada.",2
11,Riki,Bahan y tipis,2
12,Haryanto,,2
13,E***o,,2
14,Memet,,2
