,nama,komentar,rating
0,Andri,WARNA YANG DI KIRIM.TIDAK SESUAI,1
1,Dobby,"prosesnya lama. jahitannya asal asalan panjang sebelah, terpaksa harus bawa ke tukang permak.",1
2,T***n,"Pesen 2 ukuran L, tapi yang putih lebih kecil …., kalau komplain ribet harus mbalikin dulu …",1
3,bayu,warna cream yang datang beda warna nya dengan yang di foto,1
4,MASTURO,size nya kekecilan semua..,1
5,Muliadi,ukuran tidak sesuai katanya XXL lebar 59 kenyatann cuma 56,1
6,suparmin,Minta ukuran L dtangnya M Blok,1
7,Hery,warna tidak sesuai dengan di gambar,1
8,Isep,Barang sampe lokasi tidak sama dengan yang di pesan . pesan baju apa . yang sampai baju apa . Sangat kecewa dengan toko ini,1
9,H***n,"bahanya tipis banget,ku kira bahanya bagus😔",1
10,Lisa,bahan tipis...sama kaya kemeja yang 35rb an,1
11,rixas,pesen xxl yg dtg xl,1
12,Adi,tidak sesuai dengan gambar yang ditawarkan,1
13,Yullys,"diminta XXL, yg datang XL, asli kecewa,",1
14,muhammad,barang yang di jual barang rusak.. jahitan ujung lengan tidak sejajar,1
15,rudi,"warna kemeja yg di pesan tiba2 di beritahukan stoknya sudah habis, selanjutnya saya di suruh memilh warna kemeja lain. pengiriman terlambatnya aja 4 hari baru sampai",1
16,Jannes,kain tipis mengecewakan...sekali..!,1
17,D***y,dengan seharga segini sehurusnya sudah dapat barang yg bagus...,1
18,Rianto,ukuran lengannya terlalu gede padahal ini size M. jd saya pake terlihat kurus banget padahal aku gk kurus banget sebagai pembanding aku sertakan foto gk pake baju,1
19,Fika,proses lama,1
20,Yuga,lebar pundak tidak serasi dgn lebar baju.,1
21,Ashiqin,Ukuran M atasnya sih pas.. tpi ke bawahnya tambah lebar dan panjang.. bahan tipis bgt..,1
22,PURNOMO,ukuran lengannya terlalu gede padahal ini size M. jd saya pake terlihat kurus banget padahal aku gk kurus banget sebagai pembanding aku sertakan foto gk pake baju,1
23,Hariyanta,proses lama,1
24,Yuga,lebar pundak tidak serasi dgn lebar baju.,1
25,Ashiqin,Ukuran M atasnya sih pas.. tpi ke bawahnya tambah lebar dan panjang.. bahan tipis bgt..,1
26,PURNOMO,,1
27,Hariyanta,,1
