,nama,komentar,rating
0,Fikar,"badan gue yg udah panjang tulang belakangnya masih lebih panjang kaos ini, kek lengan dan oebar udah pas tapi panjangnya kepanjangan, ya bagus aja si kalo doyan kaosnya d... ",4
1,Lanang,"Sesuai dengan harganya, cukupan lah, jangan meminta bahan yang lembut banget atau terasa mahal, cukup aja",4
2,Nindo,"kain halus dan bagus, ukuran sesuai, pingiriman agak lama... tpi overall suka...",4
3,B***a,Lumayan lah sesuai harga,4
4,J***l,Agak tipisan,4
5,Y***a,panjang ke bawah,4
6,A***d,barang sudah sampai dengan baik kualitasnya bagus pengiriman cepat recommended seller,4
7,Putri,"Bagus bahannya cuma packingnya minus bgt pas diterima sobek sedikit plastiknya untuk ga basah bajunya, semoga bs dibenarkan lg packing karena belanja online penting untuk... ",4
8,T***n,agak tipis,4
9,panglima,gak sesuai ekspetasi dr segi kualitas. tapi sesuai dengan harga.,4
10,Geraldo,Pas dan bagus. Thank you.,4
11,Dedi,M nya kepanjangan. Jadi kyk baju tidur,4
12,D***e,"Bahan Ok, jaitan hrs d improve & cutting",4
13,B***s,real pic harga sesuai barang fast shipping packing cuma dibungkus plastik 1 lapis,4
14,Hardi,barang bagus,4
15,Rofik,"NSA gak kya dlu, skrg yg premium tipis bhannya. but still Ok Nyaman dipakai. Jahitannya rapi. Ukuran sesuai.",4
16,J***e,Modelnya keren 😎 Warnanya mantap Jahitannya rapi Ukuran sesuai Bahannya adem.. cuman agak sedikit menerawang yah buat warna putihnya.. overall good sih,4
17,Erwan,"Respon seller bagus, size dan warnanya sesuai, pengiriman juga cepat. Tapi bahannya ternyata lebih tipis dari ekspektasi saya. Jadi, saya kasih bintang 4 saja ya. Thanks",4
18,S***n,mantap,4
19,D***e,good,4
20,Bena,ini ukurannya xxl tapi gede banget kaya ukuran 2xxl,4
21,Praguntoro,produk sesuai dengan deskripsi penjual,4
22,A***h,Menurut ku sih bukan 24s karena agak tipis tapi overal lumayan lah untuk harganya,4
23,Hasan,"mantap, bahannya dingin...",4
24,ahmad,yang sekarang agak tipis,4
25,a***a,"Pengiriman cepet banget, sesuai request, barang sesuai deskripsi, penjual responsif",4
26,A***o,tinggi 175 berat 65 pas M bahan enak dipakai dirmh ukuran leher kecil jd kurang enak di pakai,4
27,BUDI,Leh ugha.,4
28,Fadel,kainnya lumayan,4
29,M***n,sip,4
30,x***x,😂,4
31,Oki,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,4
32,Mistra,ukuran besar banget,4
33,Ayziffy,Bagus,4
34,A***l,"bajunya bagus, cmn pengiriman lama, mungkin bisa diganti opsi kurir dari bebas ongkirnya.",4
35,a***m,"Pengiriman cepat, ukurannya juga sesuai, bahannya ga sesuai yang dipikirin, tapi ok lah.",4
36,G***s,enak dipakai. adem.,4
37,Diki,Pokonya kerenlah,4
38,Ayziffy,bahan bagus tidak gerah,4
39,I***l,So far lumayan lah... sesuai harga. Hanya dari 3 yg dipesan dgn ukuran sama( S) warna putih kecilan dari lainnya.,4
40,Iriani,Kualitas baik dan pengiriman juga baik.,4
41,E***a,Tebel sih kainnya cuma agak kasar dikit ya.. Potongan kaosnya kurang pas dikit buat saya.. Tapi yaa ini tergantung selera masing2 sih..,4
42,b***u,Bagus...adem,4
43,Lilik,"Bahan bagus, kuat, tapi kurang stretch jadi supaya aman belinya jangan pas ukurannya.",4
44,Taufiq,,4
