,nama,komentar,rating
0,R***i,beli dua size m warna forest green ama sand tapi sizenya malah kecilan yang forest green,3
1,J***a,tidak ada plastik pembungkus di masing2 baju yg saya beli,3
2,M***d,bahannya bagus tapi untuk warna putihnya tuh kurang putih ngga seperti warna putih yg bahannya drifit,3
3,R***i,ukuran tidak konsisten,3
4,R***i,"tekstur kain tidak seperti pembelian sebelumnya, bahan terasa lebih licin dan lebih tipis",3
5,Ikhwan,size M nya ga 50 x 70 tapi 52 x 72 jadi agak kebesaran di saya ga sesuai deskripsi,3
6,I***n,"saya sudah beberapa kali beli di sini tapi masing2 kaos (XXL) ukuran riil nya tidak sama, ada yg besar banget, ada yg kekecilan, ada yg sempit di bagian kerahnya",3
7,B***s,packing plastik mohon diperbaiki ada bbrpa bagian packing sobek mgkn tersangkut untung bajunya aman kain halus + adem harga sesuai kualitas,3
8,W***y,tipis,3
9,Antonius,Kenapa gak di packing palastik ?,3
10,Akhdan,"Sebenernya barangnya bagus, tp pengirimannya sempet bermasalah di kurir, jd lama bgt. Semoga hal kaya gini ga keulang lagi",3
11,A***h,"saran saya di deskripsi tertera kainnya cotton combed 24s ganti aja jadi cotton combed 30s, pembohong katanya kain cotton 24s aslinya sama aja kyk baju saya yg cotton 30s... ",3
12,Tengku,"24s seperti 30s, tipis tapi adem, build quality kurang oke buat harganya tapi masih worth lah",3
13,Gilang,Barangnya yg datang kebesaran 😂,3
14,Rifal,premium cotton tapi gerah cuy.. soalnya bahannya katin 50% dan polister 50%.. enakan yg softstyle lebih adem,3
15,R***a,Bagian leher cepet sekali longgar,3
16,Alifoji,official store tapi packing kaki lima. pesen 6 dilipet jadi satu ditaro plastik.,3
17,A***y,"Beda warna antara M dan L, yang L agak kemerahan",3
18,ricky,"lumayan, cuma kecewa pesan lengan pendek yg dtg satunya lengan panjang",3
19,Surianto,"Warna satunya tidak sesuai dengan psanan, dua” nya dikirim wrna yg sama, psannya 1 wrna berbeda tpi sampainya dengan wrna yg sma",3
20,Andre,UKURAN BAJU LEBIH BESAR DARI SIZE CHART DAN BAHAN PANAS,3
21,Resha,Dua duanya XL tapi ukuran charcoal jauh lebih besar Bisa dituker ga ya?,3
22,Esti,Warna nya ga sesuai foto,3
23,e***y,sudah sesuai,3
24,D***a,"Persoalan size, ukuran white L sangat tidak sesuai dengan ukuran di deskripsi. Sangat lebih besar. Warna navy ukurannya sesuai dengan deskripsi. Lihat foto, dengan 2 ukur... ",3
