,nama,komentar,rating
0,Muhammad,Ada jaitan yang sobek…..,2
1,I***a,"Kecewa. Kaos Hitam yang dikirim berbeda warna dan bahannya. Entah QC-nya yang jelek, atau kualitas kaos NSA sudah menurun.",2
2,Kevin,"pesen 3 ukuran sama S beda warna doank, yang warna forest green pas dipake sedikit kegedean lengannya dibanding warna lain, anehh, udah gtu kualitas packingnya beneran bu... ",2
3,O***i,no recommended bahan gak sesuai sm harganya masih bagus kaos buatan konveksi,2
4,d***k,harga sesuai kualitas,2
5,M***n,kecewa. bahan tipis kayak 30s. warna hitam tapi tidak benar² hitam,2
6,A***i,pelit amat sama plastik beli 4pcs cuma di kasih 1 plastik,2
7,Rayza,"Bajunya bagus, tapi ga di kasih plastik.. Cuma di kuwel2 doang..",2
8,arumy,Kenapa ukuran M nya berbeda?,2
9,Fadhil,,2
