,nama,komentar,rating
0,n***n,"sering putus sebelah kiri , pelayanan semau nya penjual",1
1,Richard,"pertama pas mau beli direspon, giliran udah bayar dan mau tanya"" yg lain dikacangin terus. sampe 3 pertanyaan di hari yg berbeda. padahal sedang online terus pas nany... ",1
2,r***s,"pengiriman tidak sesuai dengan antian, yang order tgl 4-5 sebagian d krm duluan sedangkan Sy yg order tgl 2 malah telat d krm.",1
3,A***i,"baru beli tapi garansi habis, tanya ke Cs lempar2an kesana kesni tnpa solusi mending tiadakan cs aja",1
4,yusmar,Padahal udah ikut PO dari tgl 1. malah barang ilang saat pengiriman. dan tidak ada kebijakan pengiriman barang dari pihak tokopedia maupun xiaomi.,1
5,b***l,barang datang tidak mulus ada baret halusnya,1
6,w***i,"buruk sekali PO Kali ini. pengiriman lama, udah gt tidak urut.saya pesan tgl 1 tp yg pesen setelah saya malah bisa dpt duluan . dikomplain jg tidak solutif Dan selalu kir... ",1
7,B***y,keburu menyelesaikan masalah. ternyata ada masalah di kamera. dateng ke service center xiaomi roxy malah ga bisa tukar unit hanya pergantian sparepart. sayang banget unit... ,1
8,t***a,proses PO tidak berjalan sesuai first come first serve tp lbh ke random atau last come first serve. beli tgl 1 dptnya 3 hari lbh telat dr yg beli tgl 5 lawak banget,1
9,F***y,"Sangat sangat sangat sangat jengkel dengan xiaomi kali ini, dari dulu pakai xiaomi baru sekali ini ikut PO ampunnya setengah mati si raja jamping saman brembo @saman brem... ",1
10,Riharto,pelayanan jelek pengiriman lelet intiny susah u promosiin ini toko ke org laen 👎👎👎👎👎👎👎👎👎👎👎😤🤬🥵😤🥵🥵👎👎👎👎👎👎😰,1
11,Jin,"Battery boros padahal pemakaian sehari2 sekedar buka sosmed karena emg blm berani buat ngegame, ngecahrge jg lama, gimmick doang fast charging 120w nya",1
12,Yap,"Produk baik-baik aja, yang masalah ada di respon admin dan pengiriman ekspedisi yang luar biasa ***** nya. PO tanggal satu pisan tapi dikirim duluan orang yang PO tanggal... ",1
13,ridwan,"gw udah semangat dengan ini barang tapi pengirimannya Lamaaaaa banget, gak ngenrti cara kerja kalian yang antar barang kita yang pesan lebih awal malah org yang telat pes... ",1
14,albeeert,"PO tidak merata dan tidak sesuai urutan (saya order tgl 3, terima tanggal 10. Yang lain banyak order belakangan, tapi nyampe duluan. Tolong jadi evaluasi buat Xiaomi dan... ",1
15,ahmad,biaya ongkir di invoice 56rb tapi pihak Xiaomi pakai sicepat best dengan nilai jasa kirim dari Jakarta ke Medan 40rb barang sampai 2 hari ke gudang dan itu pun aku jem... ,1
16,y***p,,1
17,muhammad,,1
18,Ali,,1
19,a***l,,1
20,R***a,,1
21,Rudi,,1
