,nama,komentar,rating
0,adhe,terkecoh banget sama variannya ternyata yang di klik 9a. bukan 9c. semoga awet deh ya hpnya. thx seller,4
1,Widyat,"Hp nya bagus. Tapi TG parah, sdh kotor di bagian lengketnya dari awal. Jd gak bisa dipake. Case nya kasar banget, mending case yg transparan aja sekalian. Padahal bayar l... ",4
2,sumarno,Pelayanan toko bagus. Hanya bagian pengiriman yg agak lambat,4
3,Putri,Siip mantap,4
4,pagar,"Produk original, pengiriman lumayan cepet. Belum di coba.. Tp looks ok nih.. Recommended seller.",4
5,A***w,brg dh nyampe mulus g da cacat,4
6,I***n,yang penting gercap barang aman k sipp,4
7,FiqihDwiSaputra,pelyanan admin dan pengiriman sangat memuaskanBarangnya original 👍. Ada garansi resmi.,4
8,Mohammad,"Pengiriman serta respon penjual cepat, tapi bonus nya tidak sesuai harapan; Order warna grey yg dikirim warna kemerahan stand holder nya malah jadi stand mic tempared gla... ",4
9,A***n,Barangnya original 👍. Spesifikasi sesuai . Kelengkapan sesuai. Kemasan disegel. Warna sesuai pesanan. Berfungsi dengan baik. Barangnya mulus. Proses pesanan cepat. Packa... ,4
10,Y***a,Diterima dengan selamat meskipun ga dapet bonus apa2. Chat ga dibales2,4
11,Heyo,"HP sampai dgn cepat, dan kondisi baik... Terima kasih",4
12,Rifqi,Ada garansi resmi. Barangnya original 👍. Kemasan disegel.,4
13,Ristriono,Thanks yaaa fast respons🙏,4
14,m***a,bgs tp bonusnya kurang bermanfaat,4
15,Bigah,"pengiriman cepat, seller responsif",4
16,Kemal,"barang semuanya ok, cuman bonus nya g dapat... dipostingan iklan nya katanya dapat aneka bonus tp g apalah yg penting HP nya sudah mendarat dgn selamat tks",4
17,Otanxyanuar,"Harusnya bisa bintang 5, tapi karena di sana ketulis ada bonus macem2 tp pas nyampe kaga ada 1 pun dapet apa2.",4
18,R***n,pengiriman cepat barang sesuai,4
19,M***i,barang sampai selamat sampai tujuan dengan waktu yang singkat dan owner fast respon. good job,4
20,M***s,"Di gambar warna hitam, yg datang oren",4
21,Vaundra,sangat puas belnja di toko ini,4
22,Noni,barang sampai selamat sampai tujuan dengan waktu yang singkat dan owner fast respon. good job,4
23,M***s,"Di gambar warna hitam, yg datang oren",4
24,Vaundra,sangat puas belnja di toko ini,4
25,Noni,,4
